SITE,SAMPLE,LATITUDE,LONGITUDE,DEPTH_M,C_CODE,LITHOLOGY,GRAVEL,SAND,SILT,CLAY,MUD,MEAN_PHI,STD DEV,BAY,
1172,MD89-90,44.32452778,-68.17898333,11,S,SAND,4,90,2,4,6,1.5,1.4, MT DESERT ISLAND REGION,
1173,MD89-91,44.32494167,-68.17892222,9,S,SAND,1,90,2,7,9,1.6,1.4, MT DESERT ISLAND REGION,
1174,MD89-92,44.32624722,-68.17991944,6,S,SAND,1,96,2,2,4,1.8,0.5, MT DESERT ISLAND REGION,
1175,MD89-93A,44.32716111,-68.18029167,1,S,SAND,1,97,1,1,2,1.6,0.4, MT DESERT ISLAND REGION,
1176,MD89-93B,44.32716111,-68.18029167,2,S,SAND,1,95,1,4,5,1.9,0.7, MT DESERT ISLAND REGION,
1177,MD89-93C,44.32631667,-68.18110278,6,S,SAND,1,93,2,4,6,1.8,1.3, MT DESERT ISLAND REGION,
1178,MD89-93D,44.32551111,-68.18054167,8,S,SAND,1,97,1,1,2,1.9,0.5, MT DESERT ISLAND REGION,
1179,MD89-94,44.32438333,-68.18054167,13,S,SAND,1,97,1,1,2,2,0.5, MT DESERT ISLAND REGION,
1180,MD89-95,44.32247778,-68.18266944,18,gS,GRAVELLY SAND,7,89,2,2,4,0.8,0.9, MT DESERT ISLAND REGION,
1181,MD89-96,44.31856667,-68.18148333,24,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1182,MD89-97,44.31517222,-68.17811389,38,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1183,MD89-98,44.31446667,-68.18143056,36,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1184,MD89-99,44.311625,-68.18036944,41,sG,SANDY GRAVEL,37,46,5,12,17,0.9,4.4, MT DESERT ISLAND REGION,
1185,MD89-100,44.30813611,-68.18056944,,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1186,MD89-101,44.30863611,-68.18100556,41,mG,MUDDY GRAVEL,26,33,11,30,41,3.9,5.9, MT DESERT ISLAND REGION,
1187,MD89-102,44.31188889,-68.182,37,G,GRAVEL,79,17,1,3,4,-1.9,1.5, MT DESERT ISLAND REGION,
1188,MD89-103,44.309775,-68.18437778,28,sG,SANDY GRAVEL,51,34,3,12,15,-0.6,3.5, MT DESERT ISLAND REGION,
1189,MD89-104,44.31245833,-68.18754167,21,sG,SANDY GRAVEL,72,23,1,4,5,-1.7,1.9, MT DESERT ISLAND REGION,
1190,MD89-105,44.31845556,-68.18559444,18,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1191,MD89-106,44.32019444,-68.18191667,8,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1192,MD89-107,44.32376389,-68.18435,4,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1193,MD89-108,44.32494722,-68.18229444,11,gS,GRAVELLY SAND,26,71,1,2,3,-0.1,1.9, MT DESERT ISLAND REGION,
1194,MD89-109,44.14196667,-67.88110833,9,S,SAND,1,97,1,1,2,2,0.5,,
1195,MD89-110,44.32673056,-68.18103889,6,S,SAND,1,96,1,1,2,2.4,0.6, MT DESERT ISLAND REGION,
1196,MD89-111,44.32735556,-68.18060278,2,gS,GRAVELLY SAND,12,85,1,1,2,1.8,1.2, MT DESERT ISLAND REGION,
1197,MD89-112,44.26794167,-68.28913611,20,mS,MUDDY SAND,1,56,15,28,43,5.6,3.4, MT DESERT ISLAND REGION,
1198,MD89-113,44.26042222,-68.26573611,18,mS,MUDDY SAND,4,71,6,19,25,4.7,3.4, MT DESERT ISLAND REGION,
1199,MD89-114,44.25805278,-68.25893611,17,S,SAND,2,92,1,5,6,3,1.4, MT DESERT ISLAND REGION,
1201,MD89-116,44.26412222,-68.252875,18,gS,GRAVELLY SAND,21,62,6,11,17,2,4, MT DESERT ISLAND REGION,
1202,MD89-117,44.25918889,-68.24455,9,sG,SANDY GRAVEL,63,34,1,1,2,-1.1,2.1, MT DESERT ISLAND REGION,
1203,MD89-118,44.25731389,-68.24200556,7,mS,MUDDY SAND,2,72,5,21,26,5,3.7, MT DESERT ISLAND REGION,
1204,MD89-119,44.25555,-68.24701111,3,sG,SANDY GRAVEL,77,23,1,1,2,-1.9,1.4, MT DESERT ISLAND REGION,
1205,MD89-120,44.2553,-68.24486667,8,mS,MUDDY SAND,1,92,1,6,7,2.4,1.4, MT DESERT ISLAND REGION,
1206,MD89-121A,44.23494722,-68.21108611,7,mS,MUDDY SAND,1,62,7,30,37,5.9,4.2, MT DESERT ISLAND REGION,
1207,MD89-121B,44.25161944,-68.24333056,4,sG,SANDY GRAVEL,62,36,1,1,2,-1.3,2, MT DESERT ISLAND REGION,
1208,MD89-122,44.24603056,-68.23821389,1,sG,SANDY GRAVEL,86,14,0,0,0,-2.3,1.3, MT DESERT ISLAND REGION,
1209,MD89-123,44.24928333,-68.22915,7,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1210,MD89-124,44.254325,-68.21966667,9,gS,GRAVELLY SAND,6,89,2,3,5,1.5,1.1, MT DESERT ISLAND REGION,
1211,MD89-125A,44.255175,-68.21893889,6,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1212,MD89-125B,44.255375,-68.22313889,3,S,SAND,1,97,1,1,2,2.8,0.3, MT DESERT ISLAND REGION,
1213,MD89-125C,44.25023611,-68.21968056,3,S,SAND,1,95,2,3,5,2.9,0.4, MT DESERT ISLAND REGION,
1214,MD89-126,44.23987778,-68.21102222,8,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1215,MD89-127,44.24876667,-68.19860833,13,sG,SANDY GRAVEL,76,23,1,1,2,-1.5,1.9, MT DESERT ISLAND REGION,
1216,MD89-128,44.25022222,-68.20194167,20,sG,SANDY GRAVEL,35,62,1,1,2,-0.6,1.5, MT DESERT ISLAND REGION,
1217,MD89-129,44.25444444,-68.204975,13,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1218,MD89-130,44.25576667,-68.19325278,16,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1219,MD89-131,44.26600556,-68.20889167,27,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1220,MD89-132,44.27353056,-68.22132778,28,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1221,MD89-133,44.26423611,-68.22842222,29,mS,MUDDY SAND,5,70,4,21,25,4.7,3.5, MT DESERT ISLAND REGION,
1222,MD89-133A,44.27010833,-68.23718056,9,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1223,MD89-134,44.27735278,-68.23363056,20,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1224,MD89-135,44.25793611,-68.28598889,20,S,SAND,1,93,1,5,6,3.3,0.9, MT DESERT ISLAND REGION,
1225,MD89-136,44.24971389,-68.28414444,15,mS,MUDDY SAND,5,73,4,18,22,4.3,3.3, MT DESERT ISLAND REGION,
1226,MD89-137,44.2435,-68.28404167,4,sG,SANDY GRAVEL,69,30,1,1,2,-1.3,2, MT DESERT ISLAND REGION,
1227,MD89-138,44.23484444,-68.28673889,12,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1228,MD89-139,44.22957222,-68.28565833,16,sG,SANDY GRAVEL,72,27,1,1,2,-1.4,1.9, MT DESERT ISLAND REGION,
1229,MD89-140,44.21785833,-68.29239444,18,gS,GRAVELLY SAND,16,78,2,4,6,0.6,2.2, MT DESERT ISLAND REGION,
1230,MD89-141,44.359775,-68.16116667,28,sG,SANDY GRAVEL,69,22,4,5,9,-1,2, MT DESERT ISLAND REGION,
1231,FB89-01,44.3897,-68.17291111,20,M,MUD,1,6,20,74,94,10.3,2.7, MT DESERT ISLAND REGION,
1232,FB89-02,44.409525,-68.20434167,29,mG,MUDDY GRAVEL,26,20,22,32,54,4.8,5.7, MT DESERT ISLAND REGION,
1233,FB89-03,44.43961389,-68.21756111,11,gS,GRAVELLY SAND,15,58,9,18,27,3.4,4.6, MT DESERT ISLAND REGION,
1234,FB89-04,44.44852778,-68.266825,20,M,MUD,0,1,22,77,99,10.4,2.6, MT DESERT ISLAND REGION,
1235,FB89-05,44.44493333,-68.302675,15,M,MUD,0,1,30,69,99,9.9,2.7, MT DESERT ISLAND REGION,
1236,FB89-06,44.44085,-68.34018889,4,M,MUD,0,4,23,73,96,10.4,2.8, MT DESERT ISLAND REGION,
1237,FB89-07,44.44970556,-68.169375,19,sM,SANDY MUD,0,14,33,53,86,8.6,3.5, MT DESERT ISLAND REGION,
1238,FB89-08,44.42185,-68.15243056,10,M,MUD,0,1,32,67,99,9.7,2.7, MT DESERT ISLAND REGION,
1239,FB89-09,44.40211944,-68.12078056,18,M,MUD,1,2,25,73,98,10,2.6, MT DESERT ISLAND REGION,
1240,FB89-10,44.36476111,-68.13214167,28,sM,SANDY MUD,1,35,14,50,64,7.7,4.1, MT DESERT ISLAND REGION,
1241,FB89-11,44.20383333,-68.26991667,48,sM,SANDY MUD,1,37,19,43,62,7.3,4.1, MT DESERT ISLAND REGION,
1242,MD90-01,44.17318333,-68.25848611,23,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1243,MD90-02,44.17295556,-68.25953889,40,msG,MUDDY SANDY GRAVEL,40,42,5,13,18,1.9,4.8, MT DESERT ISLAND REGION,
1244,MD90-03,44.152125,-68.29474444,33,sG,SANDY GRAVEL,68,25,3,4,7,-1.1,3, MT DESERT ISLAND REGION,
1245,MD90-04,44.13057222,-68.33251111,33,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1246,MD90-05,44.10117778,-68.32134444,27,gS,GRAVELLY SAND,23,54,6,17,23,2.5,4.9, MT DESERT ISLAND REGION,
1247,MD90-06,44.1214,-68.28553611,33,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1248,MD90-07,44.10433056,-68.18751389,44,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1249,MD90-08,44.09126944,-68.27432222,66,mS,MUDDY SAND,3,65,9,23,32,4.7,4, MT DESERT ISLAND REGION,
1250,MD90-09,44.06950556,-68.31137222,73,mS,MUDDY SAND,1,50,11,38,49,6.1,4.2, MT DESERT ISLAND REGION,
1251,MD90-10,44.147225,-68.38007778,43,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1252,MD90-11,44.14946944,-68.37563333,14,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1253,MD90-12,44.21208889,-68.31825278,16,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1254,MD89-142,44.20412778,-68.40853333,27,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1255,MD90-13,44.20801389,-68.44784722,66,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1256,MD90-14,44.23786111,-68.45869167,19,mG,MUDDY GRAVEL,48,25,8,19,27,2,5.5, MT DESERT ISLAND REGION,
1257,MD90-15,44.25714444,-68.48635,22,sM,SANDY MUD,1,36,21,43,64,7.2,3.8, MT DESERT ISLAND REGION,
1258,MD90-16,44.276475,-68.515475,36,mgS,MUDDY GRAVELLY SAND,35,47,6,12,18,1.9,4.4, MT DESERT ISLAND REGION,
1259,MD90-17,44.27906944,-68.45161667,25,sM,SANDY MUD,0,6,23,71,94,10.7,2.8, MT DESERT ISLAND REGION,
1260,MD90-18,44.27934722,-68.45236389,52,M,MUD,1,3,12,85,97,11.6,2.2, MT DESERT ISLAND REGION,
1261,MD90-19,44.26026389,-68.42334722,75,sM,SANDY MUD,0,23,19,58,77,8.5,4, MT DESERT ISLAND REGION,
1262,MD90-20,44.21033611,-68.38317222,34,gS,GRAVELLY SAND,11,56,12,21,33,4.8,4.4, MT DESERT ISLAND REGION,
1263,MD90-21,44.22295556,-68.378475,65,sM,SANDY MUD,1,46,19,35,54,6.8,4, MT DESERT ISLAND REGION,
1264,MD90-22,44.19991111,-68.36986389,55,mS,MUDDY SAND,1,64,10,26,36,5.6,3.7, MT DESERT ISLAND REGION,
1265,GM91-01,44.50672222,-67.32777778,77,mS,MUDDY SAND,0,72,21,7,28,,,,
1266,GM91-02,44.51086111,-67.31282778,70,mS,MUDDY SAND,0,80,15,5,20,,,,
1267,GM91-03,44.518725,-67.29698056,61,G,GRAVEL,,,,,,,,,
1268,GM91-04,44.52468889,-67.282125,85,mS,MUDDY SAND,0,71,22,7,29,,,,
1269,GM91-05,44.53283611,-67.26685556,97,mS,MUDDY SAND,0,67,24,9,33,,,,
1270,GM91-06,44.55000278,-67.23320833,94,mS,MUDDY SAND,0,77,17,6,23,,,,
1271,GM91-07,44.563525,-67.20703611,85,mS,MUDDY SAND,0,76,18,6,0,,,,
1272,GM91-08,44.57831389,-67.177175,97,sM,SANDY MUD,,,,,,,,,
1273,GM91-09,44.56991944,-67.1297,80,gM,GRAVELLY MUD,,,,,,,,,
1274,GM91-10,44.55955,-67.15184722,74,msG,MUDDY SANDY GRAVEL,50,35,7,7,15,,,,
1275,GM91-11,44.55130556,-67.17148889,80,sG,SANDY GRAVEL,46,49,2,3,5,,,,
1276,GM91-12,44.54361944,-67.19047778,73,msG,MUDDY SANDY GRAVEL,40,41,17,2,19,,,,
1277,GM91-13,44.53333333,-67.21120833,82,gmS,GRAVELLY MUDDY SAND,30,52,16,2,18,,,,
1278,GM91-14,44.52596389,-67.22249167,76,mG,MUDDY GRAVEL,37,27,34,2,36,,,,
1279,GM91-15,44.51944722,-67.24048889,79,msG,MUDDY SANDY GRAVEL,36,49,12,3,15,,,,
1280,GM91-16,44.45033889,-67.43953889,58,msG,MUDDY SANDY GRAVEL,50,36,12,2,14,,,,
1281,GM91-17,44.46119444,-67.41365833,53,sG,SANDY GRAVEL,61,36,2,1,3,,,,
1282,GM91-18,44.46136667,-67.412825,55,gmS,GRAVELLY MUDDY SAND,19,56,22,3,25,,,,
1283,GM91-19,44.47261389,-67.38918611,52,gmS,GRAVELLY MUDDY SAND,24,56,16,4,20,,,,
1284,GM91-20,44.48734722,-67.36275278,50,msG,MUDDY SANDY GRAVEL,39,48,12,1,13,,,,
1285,GM91-21,44.49668889,-67.34341667,44,msG,MUDDY SANDY GRAVEL,69,24,7,0,7,,,,
1286,GM91-22,44.49294167,-67.30068611,53,gmS,GRAVELLY MUDDY SAND,21,62,14,3,17,,,,
1287,GM91-23,44.50650833,-67.26648333,87,msG,MUDDY SANDY GRAVEL,40,44,12,4,16,,,,
1288,GM91-24,44.49728056,-67.282325,76,gmS,GRAVELLY MUDDY SAND,26,50,21,3,24,,,,
1289,GM91-25,44.48293611,-67.30781944,82,msG,MUDDY SANDY GRAVEL,39,51,6,3,9,,,,
1290,GM91-26,44.46999167,-67.33535278,65,gmS,GRAVELLY MUDDY SAND,24,54,19,3,22,,,,
1291,GM91-27,44.45724444,-67.36159167,70,gmS,GRAVELLY MUDDY SAND,31,53,13,3,16,,,,
1292,GM91-28,44.44341667,-67.38691389,74,gmS,GRAVELLY MUDDY SAND,26,60,11,3,14,,,,
1293,GM91-29,44.42908056,-67.41320833,80,mS,MUDDY SAND,4,55,34,7,41,,,,
1294,GM91-30,44.41615833,-67.44158889,82,mS,MUDDY SAND,0,55,41,4,45,,,,
1295,GM91-31,44.42869722,-67.48938889,82,gmS,GRAVELLY MUDDY SAND,26,46,26,2,28,,,,
1296,GM91-32,44.42166667,-67.51666667,73,msG,MUDDY SANDY GRAVEL,40,45,11,4,15,,,,
1297,GM91-33,44.4016,-67.54840556,82,gmS,GRAVELLY MUDDY SAND,8,61,28,3,31,,,,
1298,GM91-34,44.388925,-67.58450556,53,gmS,GRAVELLY MUDDY SAND,6,70,21,3,24,,,,
1299,GM91-35,44.37810833,-67.60876944,47,gmS,GRAVELLY MUDDY SAND,13,53,31,3,34,,,,
1300,GM91-36,44.36504167,-67.63490556,65,sM,SANDY MUD,2,41,51,6,57,,,,
1301,GM91-37,44.32051389,-67.69343611,70,sM,SANDY MUD,0,37,50,13,63,,,,
1302,GM91-38,44.39036389,-67.64878333,56,sM,SANDY MUD,0,37,46,17,63,,,,
1303,GM91-39,44.41425278,-67.64930833,52,gmS,GRAVELLY MUDDY SAND,11,49,11,29,40,,,,
1304,GM91-40,44.37443889,-67.69526389,62,sM,SANDY MUD,0,20,71,8,79,,,,
1305,GM91-41,44.36514167,-67.71254722,58,sM,SANDY MUD,1,14,31,54,85,,,,
1306,GM91-42,44.40444167,-67.71638056,33,G,GRAVEL,,,,,,,,,
1307,NB91-01(43),44.45970556,-67.80668611,30,gS,GRAVELLY SAND,,,,,,,,,
1308,NB91-02(44),44.454,-67.81648056,29,sG,SANDY GRAVEL,,,,,,,,,
1309,NB91-03(45),44.45924722,-67.81095,27,sG,SANDY GRAVEL,,,,,,,,,
1310,NB91-04(46),44.45900278,-67.81653889,26,sM,SANDY MUD,,,,,,,,,
1311,SCR88-01,,,9,M,MUD,,,,,,,,,
1312,SCR88-02,,,12,sM,SANDY MUD,,,,,,,,,
1401,NHS-1,42.83683333,-70.81283333,,S,SAND,0,99,,,1,1.62,0.62,,
1402,NHS-2,42.837,-70.80166667,,S,SAND,0,98,,,2,2.67,0.37,,
1403,NHS-3,42.83633333,-70.789,,S,SAND,5,93,,,2,0.62,0.86,,
1404,NHS-4,42.83566667,-70.77816667,,gS,GRAVELLY SAND,13,86,,,1,0.42,1.07,,
1405,NHS-5,42.83383333,-70.76666667,,gS,GRAVELLY SAND,7,92,,,1,0.57,0.96,,
1406,NHS-6,42.85016667,-70.76766667,,S,SAND,4,96,0,0,0,0.65,0.73,,
