SITE,SAMPLE,LATITUDE,LONGITUDE,DEPTH_M,C_CODE,LITHOLOGY,GRAVEL,SAND,SILT,CLAY,MUD,MEAN_PHI,STD DEV,BAY,
228,CB-86-233,43.6771,-70.12514722,22,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,CASCO BAY,
229,CB-86-234,43.64621389,-70.14590278,32,sM,SANDY MUD,0,31,20,49,69,7.6,3.8,CASCO BAY,
230,CB-86-235,43.65809167,-70.1329,29,sM,SANDY MUD,,,,,,,,CASCO BAY,
231,CB-86-236,43.67014722,-70.11927778,25,sM,SANDY MUD,0,23,27,50,77,7.5,3.8,CASCO BAY,
232,CB-86-237,43.68608333,-70.09838889,11,M,MUD,,,,,,,,CASCO BAY,
233,CB-86-238,43.70264167,-70.0795,26,msG,MUDDY SANDY GRAVEL,47,46,1,6,7,-0.8,3,CASCO BAY,
234,CB-86-239,43.68910833,-70.07708889,18,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,CASCO BAY,
235,CB-86-240,43.66609167,-70.08812222,22,sG,SANDY GRAVEL,,,,,,,,CASCO BAY,
236,CB-86-241,43.65368056,-70.10185,25,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,CASCO BAY,
237,CB-86-242,43.64122778,-70.11642222,22,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,CASCO BAY,
238,CB-86-243,43.62458889,-70.07186667,47,sM,SANDY MUD,0,17,22,62,83,8.2,3.6,CASCO BAY,
239,CB-86-244,43.60556667,-70.05318333,31,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,CASCO BAY,
240,CB-86-245,43.58895556,-70.06120278,29,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,CASCO BAY,
241,CB-86-246,43.6056,-70.08503889,49,sgM,SANDY GRAVELLY MUD,,,,,,,,CASCO BAY,
242,CB-86-247,43.60105,-70.12660278,20,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,CASCO BAY,
243,CB-86-248,43.58701667,-70.13856944,24,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,CASCO BAY,
244,CB-86-249,43.514575,-70.11818056,60,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,CASCO BAY,
245,CB-86-250,43.51830278,-70.14864167,31,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
246,CB-86-251,43.53185278,-70.13423889,41,sG,SANDY GRAVEL,67,30,0,3,3,-2.2,2.2,CASCO BAY,
247,CB-86-252,43.54829722,-70.15130833,31,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,CASCO BAY,
248,CB-86-253,43.53548611,-70.16508889,30,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,CASCO BAY,
249,CB-86-254,43.54758333,-70.20337778,22,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
250,CB-86-255,43.55004722,-70.17997222,40,gsM,GRAVELLY SANDY MUD,13,38,2,46,49,5.1,5.3,CASCO BAY,
251,CB-86-256,43.56373056,-70.16815556,21,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,CASCO BAY,
252,CB-86-257,43.57811667,-70.17929722,10,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,CASCO BAY,
253,CB-86-258,43.64791389,-70.19148611,8,gS,GRAVELLY SAND,,,,,,,,CASCO BAY,
254,CB-86-259,43.65119722,-70.20155556,4,mS,MUDDY SAND,0,88,4,8,12,2.6,1.7,CASCO BAY,
255,CB-86-260,43.64885556,-70.21008333,6,sM,SANDY MUD,0,26,11,63,74,8.7,4.2,CASCO BAY,
256,CB-86-261,43.64171389,-70.21896944,13,gS,GRAVELLY SAND,,,,,,,,CASCO BAY,
257,CB-86-262,43.64466944,-70.22374722,5,mS,MUDDY SAND,,,,,,,,CASCO BAY,
258,CB-86-263,43.65718889,-70.22783056,14,mS,MUDDY SAND,2,58,9,32,40,4.7,4.5,CASCO BAY,
259,CB-86-264,43.65933056,-70.23593333,10,sM,SANDY MUD,,,,,,,,CASCO BAY,
260,CB-86-265,43.66581944,-70.23444444,8,sM,SANDY MUD,,,,,,,,CASCO BAY,
262,CB-86-267,43.68011944,-70.24119167,2,gS,GRAVELLY SAND,,,,,,,,CASCO BAY,
263,CB-86-268,43.67171389,-70.22838889,6,sM,SANDY MUD,0,13,17,70,87,9.2,3.2,CASCO BAY,
264,CB-86-269,43.66725,-70.22348333,8,M,MUD,,,,,,,,CASCO BAY,
265,CB-86-270,43.67205,-70.21300278,9,sM,SANDY MUD,,,,,,,,CASCO BAY,
266,CB-86-271,43.65683333,-70.21531667,12,sM,SANDY MUD,,,,,,,,CASCO BAY,
267,CB-86-272,43.66005556,-70.20793611,4,sM,SANDY MUD,0,30,16,54,70,7.7,3.8,CASCO BAY,
268,CB-86-273,43.67519167,-70.188125,8,M,MUD,,,,,,,,CASCO BAY,
269,CB-86-274,43.69475833,-70.18599167,8,gmS,GRAVELLY MUDDY SAND,16,64,3,18,21,3.2,4.4,CASCO BAY,
270,CB-86-275,43.69555,-70.19817222,6,M,MUD,0,4,36,60,96,9.1,3.1,CASCO BAY,
271,CB-86-276,43.68691667,-70.21532778,4,M,MUD,,,,,,,,CASCO BAY,
272,CB-86-277,43.71220556,-70.21199722,3,sM,SANDY MUD,0,12,28,61,88,8.9,3.3,CASCO BAY,
273,CB-86-278,43.70536389,-70.194475,13,sM,SANDY MUD,0,6,27,67,94,9.5,3.1,CASCO BAY,
274,CB-86-279,43.71407222,-70.18493333,11,M,MUD,,,,,,,,CASCO BAY,
275,CB-86-280,43.72673056,-70.19442222,9,M,MUD,0,4,24,72,96,9.6,2.5,CASCO BAY,
276,CB-86-281,43.75781111,-70.16965556,6,M,MUD,0,2,25,74,99,10.2,2.9,CASCO BAY,
277,CB-86-282,43.74494444,-70.16911389,10,M,MUD,,,,,,,,CASCO BAY,
278,CB-86-283,43.76474167,-70.10988611,5,sM,SANDY MUD,0,6,18,76,94,10,2.8,CASCO BAY,
279,CB-86-284,43.77506667,-70.09943056,5,M,MUD,,,,,,,,CASCO BAY,
280,CB-86-285,43.71271389,-70.1361,17,sM,SANDY MUD,4,19,17,60,77,7.6,4.3,CASCO BAY,
281,CB-86-286,43.668125,-70.15413611,24,sM,SANDY MUD,,,,,,,,CASCO BAY,
282,CB-87-001,43.59813056,-69.74856944,116,sM,SANDY MUD,0,6,21,73,94,9.8,2.8,,
283,CB-87-002,43.58760278,-69.76349444,118,M,MUD,0,2,24,75,98,10,2.6,,
285,CB-87-004,43.58090278,-69.81114444,114,M,MUD,0,2,25,74,98,10.1,2.7,,
286,CB-87-005,43.55224444,-69.810325,119,sM,SANDY MUD,3,11,35,51,86,9.3,4.3,,
287,CB-87-006,43.54134444,-69.82356389,100,mS,MUDDY SAND,3,61,4,32,36,5.5,4.5,,
288,CB-87-007,43.52965,-69.83806944,116,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,,
289,CB-87-008,43.52159167,-69.83039722,111,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,,
290,CB-87-009,43.501575,-69.83573333,118,gM,GRAVELLY MUD,26,2,12,60,72,6,7.1,,
291,CB-87-010,43.51718056,-69.85310278,114,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,,
292,CB-87-011,43.53346667,-69.87049722,113,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,,
293,CB-87-012,43.54346389,-69.93426389,96,smG,SANDY MUDDY GRAVEL,57,18,4,22,26,0.9,5.9,CASCO BAY,
294,CB-87-013,43.56011389,-69.95238889,98,sM,SANDY MUD,2,26,23,49,72,7.3,4.4,CASCO BAY,
295,SB-85-002,43.79909444,-69.61196667,25,gsM,GRAVELLY SANDY MUD,15,30,10,45,54,2.2,1,SACO BAY,
296,SB-85-003,43.78769722,-69.626775,34,gmS,GRAVELLY MUDDY SAND,12,56,8,24,32,1.7,0.7,SACO BAY,
297,SB-85-004,43.77661389,-69.64165,47,sM,SANDY MUD,0,6,25,70,95,0,0,SACO BAY,
298,SB-85-005,43.76508056,-69.65664167,52,M,MUD,0,4,26,69,96,0,0,SACO BAY,
299,SB-85-006,43.75344444,-69.67126667,40,mS,MUDDY SAND,0,84,5,11,16,1.7,0.7,SACO BAY,
300,SB-85-007,43.74219722,-69.686275,39,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
301,SB-85-008,43.73087778,-69.70131944,59,sM,SANDY MUD,0,6,36,58,94,0,0,SACO BAY,
302,SB-85-009,43.71919722,-69.71597222,40,mgS,MUDDY GRAVELLY SAND,6,89,2,4,6,1.7,0.7,SACO BAY,
303,SB-85-010,43.70769167,-69.73076667,41,gS,GRAVELLY SAND,,,,,,,,SACO BAY,
304,SB-85-011,43.6962,-69.74590833,40,gS,GRAVELLY SAND,21,77,1,1,2,0.3,0.7,SACO BAY,
305,SB-85-012,43.68471389,-69.76006111,38,sG,SANDY GRAVEL,,,,,,,,SACO BAY,
306,SB-85-013,43.68459722,-69.76020833,33,gS,GRAVELLY SAND,,,,,,,,SACO BAY,
307,SB-85-014,43.66127222,-69.78990556,32,gS,GRAVELLY SAND,18,80,1,1,2,0.4,0.6,SACO BAY,
308,SB-85-015,43.65291389,-69.780925,35,S,SAND,,,,,,,,SACO BAY,
309,SB-85-016,43.64436111,-69.77229722,52,mS,MUDDY SAND,5,87,4,4,8,0.2,0.4,SACO BAY,
310,SB-85-017,43.65605556,-69.75736111,38,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
311,SB-85-018,43.66724444,-69.74214444,52,mS,MUDDY SAND,0,79,7,14,21,2.2,0.7,SACO BAY,
312,SB-85-019,43.67896667,-69.72749722,59,mS,MUDDY SAND,2,71,5,23,28,2.2,0.7,SACO BAY,
313,SB-85-020,43.69048056,-69.71258889,67,sM,SANDY MUD,0,22,25,53,78,3.3,0.4,SACO BAY,
314,SB-85-021,43.70183889,-69.69784167,65,sM,SANDY MUD,0,17,34,49,83,3,0.5,SACO BAY,
315,SB-85-022,43.71285833,-69.68514722,67,sM,SANDY MUD,0,7,31,63,93,0,0,SACO BAY,
316,SB-85-023,43.72467778,-69.66761667,67,M,MUD,0,4,26,70,96,0,0,SACO BAY,
317,SB-85-024,43.73628611,-69.65238889,65,sM,SANDY MUD,0,6,29,66,94,0,0,SACO BAY,
318,SB-85-025,43.74780833,-69.63728333,57,sM,SANDY MUD,0,16,25,59,84,3.2,0.4,SACO BAY,
319,SB-85-026,43.75891389,-69.622325,30,S,SAND,,,,,,,,SACO BAY,
320,SB-85-027,43.74185556,-69.60334444,66,gsM,GRAVELLY SANDY MUD,6,25,10,59,69,2.2,1,SACO BAY,
321,SB-85-028,43.72442222,-69.58394444,57,sM,SANDY MUD,,,,,,,,SACO BAY,
322,SB-85-029,43.73493889,-69.56845,43,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
323,SB-85-030,43.74666944,-69.55345833,80,sM,SANDY MUD,0,6,23,71,95,0,0,SACO BAY,
324,SB-85-031,43.75761389,-69.53816389,54,msG,MUDDY SANDY GRAVEL,59,30,2,9,12,0,0.4,SACO BAY,
325,SB-85-032,43.763975,-69.57203056,34,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
326,SB-85-033,43.77527222,-69.55783889,51,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
327,SB-85-034,43.79367222,-69.57742778,12,mgS,MUDDY GRAVELLY SAND,12,81,1,6,7,1.5,0.9,SACO BAY,
328,SB-85-035,43.78185833,-69.59203333,44,mS,MUDDY SAND,3,58,15,24,39,1.9,0.7,SACO BAY,
329,SB-85-036,43.77084167,-69.60768889,29,S,SAND,,,,,,,,SACO BAY,
330,SB-85-037,43.73551111,-69.56853611,23,sG,SANDY GRAVEL,,,,,,,,SACO BAY,
331,SB-85-038,43.730025,-69.61816944,26,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
332,SB-85-039,43.719225,-69.63331389,69,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
333,SB-85-040,43.7076,-69.64831667,76,sM,SANDY MUD,0,9,11,81,92,0,0,SACO BAY,
334,SB-85-041,43.69621111,-69.66336667,75,sM,SANDY MUD,0,5,26,69,95,0,0,SACO BAY,
335,SB-85-042,43.68470556,-69.67773611,57,sG,SANDY GRAVEL,87,9,1,3,4,1.4,0.9,SACO BAY,
336,SB-85-043,43.67361111,-69.69311389,62,msG,MUDDY SANDY GRAVEL,63,22,4,11,15,0.9,0.9,SACO BAY,
337,SB-85-044,43.66227778,-69.70826389,58,sG,SANDY GRAVEL,,,,,,,,,
338,SB-85-045,43.65035556,-69.723325,82,sM,SANDY MUD,0,6,28,66,94,,,,
339,SB-85-046,43.6387,-69.73808056,82,M,MUD,0,4,22,74,96,,,,
340,SB-85-047,43.62755556,-69.75285833,87,M,MUD,0,5,30,66,95,,,,
341,SB-85-048,43.61912778,-69.74433056,87,sM,SANDY MUD,0,10,22,69,90,,,,
342,SB-85-049,43.610325,-69.73515,91,M,MUD,0,3,23,74,97,,,,
343,SB-85-050,43.62171944,-69.72030556,88,sM,SANDY MUD,1,25,20,54,74,2.3,0.9,,
344,SB-85-051,43.63288333,-69.70523611,86,sM,SANDY MUD,0,11,23,66,90,3,0.5,,
345,SB-85-052,43.64436944,-69.69019167,67,M,MUD,0,3,22,75,97,,,,
346,SB-85-053,43.65613333,-69.67514722,72,mS,MUDDY SAND,3,50,9,38,46,1.9,1,,
347,SB-85-054,43.66731944,-69.65984722,86,sM,SANDY MUD,0,10,24,66,90,3.1,0.4,,
348,SB-85-055,43.67852222,-69.64453333,69,mgS,MUDDY GRAVELLY SAND,30,49,4,16,20,1,1,SACO BAY,
349,SB-85-056,43.68998889,-69.62922778,51,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
350,SB-85-057,43.70134722,-69.61441111,73,mgS,MUDDY GRAVELLY SAND,25,51,7,17,24,1.2,1,SACO BAY,
351,SB-85-058,43.71251111,-69.59905,82,sM,SANDY MUD,0,17,26,57,83,2.9,0.4,SACO BAY,
352,SB-85-059,43.81558333,-69.60926111,14,gS,GRAVELLY SAND,,,,,,,,SACO BAY,
353,SB-85-060,43.82341111,-69.61068611,25,M,MUD,,,,,,,,SACO BAY,
354,SB-85-061,43.82531667,-69.61835278,18,gmS,GRAVELLY MUDDY SAND,11,60,8,21,29,2.1,0.9,SACO BAY,
355,SB-85-062,43.83683611,-69.60425278,17,mS,MUDDY SAND,0,58,8,34,42,1.9,0.9,SACO BAY,
356,SB-85-063,43.84115833,-69.58590278,12,M,MUD,,,,,,,,SACO BAY,
357,SB-85-064,43.84622778,-69.59163333,10,sM,SANDY MUD,,,,,,,,SACO BAY,
358,SB-85-065,43.83285278,-69.63666389,17,sM,SANDY MUD,,,,,,,,SACO BAY,
359,SB-85-066,43.84361667,-69.63563333,11,sM,SANDY MUD,,,,,,,,SACO BAY,
360,SB-85-067,43.81694722,-69.63145278,21,mS,MUDDY SAND,0,65,6,29,35,2.5,0.7,SACO BAY,
361,SB-85-068,43.80535,-69.64597222,31,sM,SANDY MUD,0,7,18,76,93,,,SACO BAY,
362,SB-85-069,43.79635278,-69.63703611,36,sM,SANDY MUD,0,5,22,73,95,,,SACO BAY,
363,SB-85-070,43.78510556,-69.65110278,39,M,MUD,,,,,,,,SACO BAY,
364,SB-85-071,43.77409167,-69.666575,17,sM,SANDY MUD,0,12,15,73,88,,,SACO BAY,
365,SB-85-072,43.76293333,-69.68054444,25,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
366,SB-85-073,43.75121389,-69.69566111,57,sM,SANDY MUD,0,14,32,55,87,3.3,0.4,SACO BAY,
367,SB-85-074,43.7395,-69.70990833,32,sG,SANDY GRAVEL,54,45,0,1,1,0,0.5,SACO BAY,
368,SB-85-075,43.72831944,-69.725075,32,S,SAND,,,,,,,,SACO BAY,
369,SB-85-076,43.7162,-69.73976944,30,gS,GRAVELLY SAND,,,,,,,,SACO BAY,
370,SB-85-077,43.70465556,-69.75531111,6,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
371,SB-85-078,43.70093056,-69.750775,31,S,SAND,,,,,,,,SACO BAY,
372,SB-85-079,43.693175,-69.76910556,29,S,SAND,,,,,,,,SACO BAY,
373,SB-85-080,43.68159167,-69.7838,31,S,SAND,0,97,0,3,3,1,0.2,SACO BAY,
374,SB-85-081,43.67011111,-69.79855,37,S,SAND,1,95,2,2,4,0.6,0.3,SACO BAY,
375,SB-85-082,43.67828611,-69.80803889,30,S,SAND,0,97,1,2,3,1.4,0.4,SACO BAY,
376,SB-85-083,43.68690278,-69.81701944,28,mS,MUDDY SAND,0,85,7,9,16,2.2,0.6,SACO BAY,
377,SB-85-084,43.69781111,-69.80308889,23,mS,MUDDY SAND,0,92,0,8,8,2,0.4,SACO BAY,
378,SB-85-085,43.70996667,-69.78826111,19,S,SAND,0,97,1,3,3,1.1,0.2,SACO BAY,
379,SB-85-086,43.72155,-69.77328611,11,mS,MUDDY SAND,0,95,3,3,5,2.6,0.8,SACO BAY,
380,SB-85-087,43.73294722,-69.75928333,10,S,SAND,0,97,1,1,3,2.1,0.3,SACO BAY,
381,SB-85-088,43.74464167,-69.74449444,3,mS,MUDDY SAND,0,93,2,6,7,2.8,0.3,SACO BAY,
382,SB-85-089,43.75648889,-69.72985,18,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
383,SB-85-090,43.76772222,-69.71513611,22,gS,GRAVELLY SAND,,,,,,,,SACO BAY,
384,SB-85-091,43.779625,-69.70034444,48,sM,SANDY MUD,0,13,31,56,87,2.7,0.3,SACO BAY,
385,SB-85-092,43.80245556,-69.67119167,22,sG,SANDY GRAVEL,,,,,,,,SACO BAY,
386,SB-85-093,43.78245556,-69.67523889,29,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
387,SB-85-094,43.80780833,-69.622375,23,mS,MUDDY SAND,0,61,7,33,39,2.4,0.4,SACO BAY,
388,SB-85-095,43.77070556,-69.690775,51,sM,SANDY MUD,0,21,35,45,79,3.2,0.4,SACO BAY,
389,SB-85-096,43.75973889,-69.70526111,38,gS,GRAVELLY SAND,,,,,,,,SACO BAY,
390,SB-85-097,43.74815556,-69.71967778,22,sG,SANDY GRAVEL,,,,,,,,SACO BAY,
391,SB-85-098,43.73632778,-69.734375,22,mS,MUDDY SAND,0,87,5,8,13,2.7,0.3,SACO BAY,
392,SB-85-099,43.72461667,-69.74888333,17,sG,SANDY GRAVEL,,,,,,,,SACO BAY,
393,SB-85-100,43.74138333,-69.76758056,16,S,SAND,,,,,,,,SACO BAY,
394,SB-85-101,43.74973889,-69.74896944,13,S,SAND,,,,,,,,SACO BAY,
395,SB-85-102,43.76491944,-69.73826389,12,mS,MUDDY SAND,0,95,3,3,5,0.7,0.4,SACO BAY,
396,SB-85-103,43.77622222,-69.72393056,11,S,SAND,,,,,,,,SACO BAY,
397,SB-85-104,43.78819722,-69.70952778,35,sM,SANDY MUD,0,20,33,47,80,3.1,0.5,SACO BAY,
398,SB-85-105,43.79958333,-69.69502222,51,sM,SANDY MUD,0,23,26,51,77,3.4,0.3,SACO BAY,
399,SB-85-106,43.80529722,-69.71117778,30,sM,SANDY MUD,0,10,33,57,90,0,0,SACO BAY,
400,SB-85-107,43.81099722,-69.70436111,29,sM,SANDY MUD,0,6,31,62,94,0,0,SACO BAY,
401,SB-85-108,43.820775,-69.69358889,42,msG,MUDDY SANDY GRAVEL,69,26,1,4,5,1.3,0.8,SACO BAY,
402,SB-87-001,43.61688056,-69.68681944,94,sM,SANDY MUD,3,24,7,66,73,1.4,1.1,,
403,SB-87-002,43.60536111,-69.70127778,85,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,,
404,SB-87-003,43.58858333,-69.68316944,134,M,MUD,0,2,23,75,99,,,,
405,SB-87-004,43.570325,-69.66527222,117,M,MUD,,,,,,,,,
406,SB-87-005,43.54263056,-69.66155556,135,sM,SANDY MUD,0,18,12,70,82,1.8,1,,
407,SB-87-006,43.55821389,-69.67871944,124,M,MUD,,,,,,,,,
408,SB-87-007,43.54773611,-69.69444167,133,M,MUD,,,,,,,,,
409,SB-87-008,43.56427222,-69.71221944,103,sM,SANDY MUD,3,9,17,71,88,1.6,1.1,,
410,SB-87-009,43.575175,-69.69813056,115,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,,
411,SB-87-010,43.59291944,-69.71560556,115,M,MUD,,,,,,,,,
412,SB-87-011,43.58180833,-69.73023611,118,M,MUD,0,4,20,76,96,1.1,0.9,,
413,SB-88-001,43.69877778,-69.74625,35,mS,MUDDY SAND,2,86,4,8,13,,,SACO BAY,
414,MS-86-001,43.80465,-69.56378333,46,gmS,GRAVELLY MUDDY SAND,19,59,,,22,,,SACO BAY,
415,MS-86-002,43.78696667,-69.54343056,44,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
416,MS-86-003,43.76933056,-69.52348611,47,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
417,MS-86-004,43.75161944,-69.50393056,105,M,MUD,0,4,,,97,,,MUSCONGUS BAY,
418,MS-86-005,43.73458611,-69.48426667,104,M,MUD,0,3,,,97,,,MUSCONGUS BAY,
419,MS-86-006,43.74484444,-69.46913889,90,M,MUD,0,1,,,99,,,MUSCONGUS BAY,
420,MS-86-007,43.73708889,-69.44383333,84,M,MUD,0,2,,,98,,,MUSCONGUS BAY,
421,MS-86-008,43.73895556,-69.43177778,51,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,MUSCONGUS BAY,
422,MS-86-009,43.73220833,-69.396975,91,M,MUD,0,2,,,98,,,MUSCONGUS BAY,
423,MS-86-010,43.72591111,-69.36108056,68,gmS,GRAVELLY MUDDY SAND,6,60,,,34,,,,
424,MS-86-011,43.70828056,-69.33990556,94,sM,SANDY MUD,0,11,,,90,,,,
425,MS-86-012,43.90732222,-69.51357778,86,sM,SANDY MUD,0,12,,,88,,,,
426,MS-86-013,43.91860278,-69.49876944,64,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,,
427,MS-86-014,43.750975,-69.27572778,86,sM,SANDY MUD,0,7,,,93,,,MUSCONGUS BAY,
428,MS-86-015,43.76248889,-69.25964167,90,sM,SANDY MUD,0,10,,,90,,,MUSCONGUS BAY,
429,MS-86-016,43.79111389,-69.26386944,71,sM,SANDY MUD,0,35,,,65,,,MUSCONGUS BAY,
430,MS-86-017,43.79183333,-69.29219444,80,sM,SANDY MUD,0,23,,,78,,,MUSCONGUS BAY,
431,MS-86-018,43.76987778,-69.29574722,52,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,MUSCONGUS BAY,
432,MS-86-019,43.75778056,-69.31059444,23,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,MUSCONGUS BAY,
433,MS-86-020,43.74916944,-69.32641667,94,M,MUD,0,2,,,99,,,MUSCONGUS BAY,
434,MS-86-021,43.73743333,-69.34346389,92,M,MUD,0,2,,,98,,,,
435,MS-86-022,43.69049722,-69.31791111,70,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,,
436,MS-86-023,43.75425,-69.36496944,82,M,MUD,0,2,,,98,,,MUSCONGUS BAY,
437,MS-86-024,43.75489167,-69.36542778,69,M,MUD,0,3,,,97,,,MUSCONGUS BAY,
438,MS-86-025,43.77661667,-69.33288611,29,mgS,MUDDY GRAVELLY SAND,28,62,,,10,,,MUSCONGUS BAY,
439,MS-86-026,43.78761944,-69.31708889,53,msG,MUDDY SANDY GRAVEL,52,33,,,16,,,MUSCONGUS BAY,
440,MS-86-027,43.798175,-69.30134167,62,gmS,GRAVELLY MUDDY SAND,21,41,,,38,,,MUSCONGUS BAY,
442,MS-86-029,43.82709444,-69.30576667,62,sM,SANDY MUD,0,30,,,70,,,MUSCONGUS BAY,
443,MS-86-030,43.81649167,-69.32229444,52,mgS,MUDDY GRAVELLY SAND,33,46,,,22,,,MUSCONGUS BAY,
444,MS-86-031,43.80488056,-69.33845556,50,mgS,MUDDY GRAVELLY SAND,30,49,,,21,,,MUSCONGUS BAY,
445,MS-86-032,43.77298333,-69.38419167,53,gmS,GRAVELLY MUDDY SAND,27,43,,,30,,,MUSCONGUS BAY,
446,MS-86-033,43.7836,-69.36909722,66,gsM,GRAVELLY SANDY MUD,7,22,,,71,,,MUSCONGUS BAY,
447,MS-86-034,43.75447222,-69.36465278,83,M,MUD,0,3,,,97,,,MUSCONGUS BAY,
448,MS-86-035,43.76147778,-69.39996111,76,sM,SANDY MUD,0,14,,,86,,,MUSCONGUS BAY,
449,MS-86-036,43.75096111,-69.41574444,82,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,MUSCONGUS BAY,
450,MS-86-037,43.75647222,-69.45161389,60,mS,MUDDY SAND,0,82,,,17,,,MUSCONGUS BAY,
451,MS-86-038,43.76780278,-69.43714167,51,sM,SANDY MUD,0,5,,,95,,,MUSCONGUS BAY,
452,MS-86-039,43.79513611,-69.43916944,69,msG,MUDDY SANDY GRAVEL,84,6,,,11,,,MUSCONGUS BAY,
453,MS-86-040,43.79048333,-69.40509167,58,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,MUSCONGUS BAY,
454,MS-86-041,43.80084444,-69.39006389,32,sM,SANDY MUD,0,7,,,93,,,MUSCONGUS BAY,
455,MS-86-042,43.81207222,-69.374325,43,mgS,MUDDY GRAVELLY SAND,40,47,,,13,,,MUSCONGUS BAY,
456,MS-86-043,43.82302222,-69.3594,33,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,MUSCONGUS BAY,
457,MS-86-044,43.83394167,-69.34300556,30,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,MUSCONGUS BAY,
458,MS-86-045,43.84506667,-69.32776111,17,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,MUSCONGUS BAY,
459,MS-86-046,43.84867222,-69.34541389,31,mS,MUDDY SAND,0,57,,,43,,,MUSCONGUS BAY,
460,MS-86-047,43.85246944,-69.36395556,19,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,MUSCONGUS BAY,
461,MS-86-048,43.841425,-69.37898056,46,mgS,MUDDY GRAVELLY SAND,29,52,,,19,,,MUSCONGUS BAY,
462,MS-86-049,43.83028889,-69.39446389,31,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,MUSCONGUS BAY,
463,MS-86-050,43.81886944,-69.41075556,39,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,MUSCONGUS BAY,
464,MS-86-051,43.80772222,-69.42536944,62,sM,SANDY MUD,0,7,,,93,,,MUSCONGUS BAY,
465,MS-86-052,43.79683333,-69.44084722,68,M,MUD,0,3,,,97,,,MUSCONGUS BAY,
466,MS-86-053,43.7852,-69.45688889,74,sM,SANDY MUD,0,5,,,95,,,MUSCONGUS BAY,
467,MS-86-054,43.77430278,-69.47151389,67,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,MUSCONGUS BAY,
468,MS-86-055,43.76314167,-69.48721389,88,M,MUD,0,4,,,96,,,MUSCONGUS BAY,
