sst,ID,bathy,lon,lon
10.025,894081,-19.30905398,-69.87999725,43.79999924
10.046,868782,-3.091017276,-70.11000061,43.81000137
10.059,870982,-4.200343648,-70.08999634,43.81000137
10.065,872082,-4.166962312,-70.08000183,43.81000137
10.07,873182,-2.218478114,-70.06999969,43.81000137
10.082,876482,-10.74751162,-70.04000092,43.81000137
10.085,878682,-9.981681915,-70.01999664,43.81000137
10.085,879782,-8.830040148,-70.01000214,43.81000137
10.084,880882,-10.80092649,-70,43.81000137
10.071,885282,-1.894804046,-69.95999908,43.81000137
10.066,886382,-4.488200967,-69.94999695,43.81000137
10.042,889682,-7.499707689,-69.91999817,43.81000137
10.033,890782,-5.468242022,-69.91000366,43.81000137
10.011,892982,-2.579687319,-69.88999939,43.81000137
9.998,894082,-10.26258189,-69.87999725,43.81000137
9.985,895182,-17.37282724,-69.87000275,43.81000137
10.04,872083,-2.045921306,-70.08000183,43.81999969
10.045,873183,-1.64526004,-70.06999969,43.81999969
10.051,875383,-4.537192729,-70.05000305,43.81999969
10.054,876483,-8.443418488,-70.04000092,43.81999969
10.055,877583,-8.395693177,-70.02999878,43.81999969
10.056,878683,-6.394228603,-70.01999664,43.81999969
10.053,881983,-8.211274386,-69.98999786,43.81999969
10.05,883083,-4.924645857,-69.98000336,43.81999969
10.036,886383,-5.202457468,-69.94999695,43.81999969
10.005,890783,-5.437812466,-69.91000366,43.81999969
9.972,894083,-6.721816701,-69.87999725,43.81999969
9.96,895183,-18.78805216,-69.87000275,43.81999969
9.947,896283,-6.921436508,-69.86000061,43.81999969
10.012,870984,-1.603261641,-70.08999634,43.83000183
10.025,875384,-2.913713067,-70.05000305,43.83000183
10.027,876484,-5.972911452,-70.04000092,43.83000183
10.028,877584,-6.730226773,-70.02999878,43.83000183
10.028,879784,-4.212101276,-70.01000214,43.83000183
10.027,880884,-2.204683256,-70,43.83000183
10.025,881984,-3.477285399,-69.98999786,43.83000183
10.022,883084,-6.458493436,-69.98000336,43.83000183
9.996,888584,-1.991939994,-69.93000031,43.83000183
9.911,897384,-4.722245181,-69.84999847,43.83000183
10.003,877585,-5.326536927,-70.02999878,43.84000015
10.003,878685,-4.264505691,-70.01999664,43.84000015
9.996,883085,-2.667074131,-69.98000336,43.84000015
9.992,884185,-4.552794664,-69.97000122,43.84000015
9.977,887485,-3.573810891,-69.94000244,43.84000015
9.97,888585,-2.619141178,-69.93000031,43.84000015
9.978,878686,-3.378280067,-70.01999664,43.84999847
9.977,879786,-2.932721076,-70.01000214,43.84999847
9.971,883086,-1.465805783,-69.98000336,43.84999847
9.968,884186,-2.643449265,-69.97000122,43.84999847
9.963,885286,-2.057963126,-69.95999908,43.84999847
9.953,887486,-1.742583814,-69.94000244,43.84999847
9.903,894086,-8.9575146,-69.87999725,43.84999847
9.953,880887,-1.292832861,-70,43.86000061
9.935,886387,-0.45807274,-69.94999695,43.86000061
9.909,890787,-3.353926196,-69.91000366,43.86000061
9.892,892987,-7.428104681,-69.88999939,43.86000061
9.873,895187,-5.211888364,-69.87000275,43.86000061
