#,Date-Time (EDT),Temperature   (°C),Light   (lux),Started,Button Down,Button Up,Host Connected,End of File
4856,06/19/2025 04:52:35,16.04,2.55,,,,,
4857,06/19/2025 04:57:35,16.00,4.68,,,,,
4858,06/19/2025 05:02:35,16.00,7.90,,,,,
4859,06/19/2025 05:07:35,16.00,11.30,,,,,
4860,06/19/2025 05:12:35,16.00,14.31,,,,,
4861,06/19/2025 05:17:35,16.04,20.49,,,,,
4862,06/19/2025 05:22:35,16.00,23.09,,,,,
4863,06/19/2025 05:27:35,16.00,30.76,,,,,
4864,06/19/2025 05:32:35,16.00,44.86,,,,,
4865,06/19/2025 05:37:35,16.04,55.56,,,,,
4866,06/19/2025 05:42:35,16.04,75.24,,,,,
4867,06/19/2025 05:47:35,16.08,77.80,,,,,
4868,06/19/2025 05:52:35,16.08,69.28,,,,,
4869,06/19/2025 05:57:35,16.04,76.94,,,,,
4870,06/19/2025 06:02:35,16.08,93.96,,,,,
4871,06/19/2025 06:07:35,16.08,102.60,,,,,
4872,06/19/2025 06:12:35,16.13,115.36,,,,,
4873,06/19/2025 06:17:35,16.08,123.12,,,,,
4874,06/19/2025 06:22:35,16.13,115.36,,,,,
4875,06/19/2025 06:27:35,16.13,123.12,,,,,
4876,06/19/2025 06:32:35,16.13,222.24,,,,,
4877,06/19/2025 06:37:35,16.17,266.72,,,,,
4878,06/19/2025 06:42:35,16.13,195.84,,,,,
4879,06/19/2025 06:47:35,16.17,225.60,,,,,
4880,06/19/2025 06:52:35,16.17,282.88,,,,,
4881,06/19/2025 06:57:35,16.17,238.64,,,,,
4882,06/19/2025 07:02:35,16.17,274.40,,,,,
4883,06/19/2025 07:07:35,16.21,384.80,,,,,
4884,06/19/2025 07:12:35,16.21,428.32,,,,,
4885,06/19/2025 07:17:35,16.26,425.76,,,,,
4886,06/19/2025 07:22:35,16.17,396.80,,,,,
4887,06/19/2025 07:27:35,16.21,392.48,,,,,
4888,06/19/2025 07:32:35,16.26,419.68,,,,,
4889,06/19/2025 07:37:35,16.21,321.44,,,,,
4890,06/19/2025 07:42:35,16.21,375.20,,,,,
4891,06/19/2025 07:47:35,16.26,481.44,,,,,
4892,06/19/2025 07:52:35,16.21,489.12,,,,,
4893,06/19/2025 07:57:35,16.26,375.20,,,,,
4894,06/19/2025 08:02:35,16.26,406.08,,,,,
4895,06/19/2025 08:07:35,16.26,559.04,,,,,
4896,06/19/2025 08:12:35,16.30,524.00,,,,,
4897,06/19/2025 08:17:35,16.30,504.48,,,,,
4898,06/19/2025 08:22:35,16.26,490.88,,,,,
4899,06/19/2025 08:27:35,16.34,529.44,,,,,
4900,06/19/2025 08:32:35,16.34,448.32,,,,,
4901,06/19/2025 08:37:35,16.30,426.56,,,,,
4902,06/19/2025 08:42:35,16.30,401.92,,,,,
4903,06/19/2025 08:47:35,16.34,345.44,,,,,
4904,06/19/2025 08:52:35,16.39,436.32,,,,,
4905,06/19/2025 08:57:35,16.39,697.60,,,,,
4906,06/19/2025 09:02:35,16.34,686.72,,,,,
4907,06/19/2025 09:07:35,16.39,958.72,,,,,
4908,06/19/2025 09:12:35,16.43,1102.72,,,,,
4909,06/19/2025 09:17:35,16.51,1112.00,,,,,
4910,06/19/2025 09:22:35,16.51,1425.92,,,,,
4911,06/19/2025 09:27:35,16.60,1534.72,,,,,
4912,06/19/2025 09:32:35,16.60,1268.80,,,,,
4913,06/19/2025 09:37:35,16.64,1672.96,,,,,
4914,06/19/2025 09:42:35,16.86,2304.00,,,,,
4915,06/19/2025 09:47:35,16.99,1601.28,,,,,
4916,06/19/2025 09:52:35,17.11,2826.24,,,,,
4917,06/19/2025 09:57:35,17.16,3144.96,,,,,
4918,06/19/2025 10:02:35,17.20,2527.36,,,,,
4919,06/19/2025 10:07:35,17.20,1427.84,,,,,
4920,06/19/2025 10:12:35,17.29,2281.60,,,,,
4921,06/19/2025 10:17:35,17.37,1650.56,,,,,
4922,06/19/2025 10:22:35,17.50,2638.08,,,,,
4923,06/19/2025 10:27:35,17.54,2203.52,,,,,
4924,06/19/2025 10:32:35,17.59,3408.64,,,,,
4925,06/19/2025 10:37:35,17.67,2841.60,,,,,
4926,06/19/2025 10:42:35,17.76,3285.76,,,,,
4927,06/19/2025 10:47:35,17.84,3005.44,,,,,
4928,06/19/2025 10:52:35,17.76,2021.12,,,,,
4929,06/19/2025 10:57:35,17.84,2322.56,,,,,
4930,06/19/2025 11:02:35,17.93,2657.28,,,,,
4931,06/19/2025 11:07:35,17.93,3463.68,,,,,
4932,06/19/2025 11:12:35,18.06,3051.52,,,,,
4933,06/19/2025 11:17:35,18.06,3718.40,,,,,
4934,06/19/2025 11:22:35,18.10,2923.52,,,,,
4935,06/19/2025 11:27:35,18.23,4025.60,,,,,
4936,06/19/2025 11:32:35,18.36,4700.16,,,,,
4937,06/19/2025 11:37:35,18.40,3937.28,,,,,
4938,06/19/2025 11:42:35,18.44,3393.28,,,,,
4939,06/19/2025 11:47:35,18.49,3797.76,,,,,
4940,06/19/2025 11:52:35,18.49,5006.08,,,,,
4941,06/19/2025 11:57:35,18.62,3916.80,,,,,
4942,06/19/2025 12:02:35,18.57,3536.64,,,,,
4943,06/19/2025 12:07:35,18.57,3855.36,,,,,
4944,06/19/2025 12:12:35,18.66,3308.80,,,,,
4945,06/19/2025 12:17:35,18.74,3718.40,,,,,
4946,06/19/2025 12:22:35,18.79,4120.32,,,,,
4947,06/19/2025 12:27:35,18.74,3868.16,,,,,
4948,06/19/2025 12:32:35,18.87,3767.04,,,,,
4949,06/19/2025 12:37:35,18.83,4032.00,,,,,
4950,06/19/2025 12:42:35,18.83,3366.40,,,,,
4951,06/19/2025 12:47:35,18.92,3272.96,,,,,
4952,06/19/2025 12:52:35,18.96,3461.12,,,,,
4953,06/19/2025 12:57:35,18.87,2559.36,,,,,
4954,06/19/2025 13:02:35,18.96,2782.72,,,,,
4955,06/19/2025 13:07:35,19.00,3036.16,,,,,
4956,06/19/2025 13:12:35,18.92,2417.92,,,,,
4957,06/19/2025 13:17:35,18.87,1968.64,,,,,
4958,06/19/2025 13:22:35,18.96,2183.04,,,,,
4959,06/19/2025 13:27:35,18.87,2464.00,,,,,
4960,06/19/2025 13:32:35,18.87,2803.20,,,,,
4961,06/19/2025 13:37:35,18.92,2337.92,,,,,
4962,06/19/2025 13:42:35,19.09,3576.32,,,,,
4963,06/19/2025 13:47:35,19.09,3586.56,,,,,
4964,06/19/2025 13:52:35,19.13,4087.04,,,,,
4965,06/19/2025 13:57:35,19.00,3718.40,,,,,
4966,06/19/2025 14:02:35,18.79,3005.44,,,,,
4967,06/19/2025 14:07:35,18.70,3175.68,,,,,
4968,06/19/2025 14:12:35,18.36,2544.00,,,,,
4969,06/19/2025 14:17:35,18.27,3123.20,,,,,
4970,06/19/2025 14:22:35,18.19,2206.72,,,,,
4971,06/19/2025 14:27:35,18.19,2759.68,,,,,
4972,06/19/2025 14:32:35,18.06,2749.44,,,,,
4973,06/19/2025 14:37:35,17.97,2273.28,,,,,
4974,06/19/2025 14:42:35,17.89,2021.12,,,,,
4975,06/19/2025 14:47:35,17.72,2635.52,,,,,
4976,06/19/2025 14:52:35,17.46,2261.12,,,,,
4977,06/19/2025 14:57:35,17.33,1871.36,,,,,
4978,06/19/2025 15:02:35,17.16,1745.28,,,,,
4979,06/19/2025 15:07:35,17.03,1636.48,,,,,
4980,06/19/2025 15:12:35,16.99,1425.92,,,,,
4981,06/19/2025 15:17:35,17.03,1433.60,,,,,
4982,06/19/2025 15:22:35,17.03,1461.12,,,,,
4983,06/19/2025 15:27:35,17.07,1484.16,,,,,
4984,06/19/2025 15:32:35,17.07,1381.12,,,,,
4985,06/19/2025 15:37:35,17.03,1283.20,,,,,
4986,06/19/2025 15:42:35,17.03,1168.32,,,,,
4987,06/19/2025 15:47:35,17.03,1166.40,,,,,
4988,06/19/2025 15:52:35,16.99,1055.04,,,,,
4989,06/19/2025 15:57:35,16.94,1028.48,,,,,
4990,06/19/2025 16:02:35,16.90,968.96,,,,,
4991,06/19/2025 16:07:35,16.90,892.80,,,,,
4992,06/19/2025 16:12:35,16.86,871.04,,,,,
4993,06/19/2025 16:17:35,16.86,698.56,,,,,
4994,06/19/2025 16:22:35,16.90,570.40,,,,,
4995,06/19/2025 16:27:35,16.94,651.36,,,,,
4996,06/19/2025 16:32:35,16.94,642.88,,,,,
4997,06/19/2025 16:37:35,16.99,773.44,,,,,
4998,06/19/2025 16:42:35,16.99,660.80,,,,,
4999,06/19/2025 16:47:35,16.99,529.12,,,,,
5000,06/19/2025 16:52:35,17.03,556.48,,,,,
5001,06/19/2025 16:57:35,16.99,506.24,,,,,
5002,06/19/2025 17:02:35,16.99,894.40,,,,,
5003,06/19/2025 17:07:35,16.90,414.56,,,,,
5004,06/19/2025 17:12:35,16.90,496.80,,,,,
5005,06/19/2025 17:17:35,16.94,461.44,,,,,
5006,06/19/2025 17:22:35,16.90,453.76,,,,,
5007,06/19/2025 17:27:35,16.90,440.16,,,,,
5008,06/19/2025 17:32:35,16.90,367.52,,,,,
5009,06/19/2025 17:37:35,16.90,395.04,,,,,
5010,06/19/2025 17:42:35,16.90,359.04,,,,,
5011,06/19/2025 17:47:35,16.86,345.44,,,,,
5012,06/19/2025 17:52:35,16.81,336.96,,,,,
5013,06/19/2025 17:57:35,16.86,328.16,,,,,
5014,06/19/2025 18:02:35,16.90,310.32,,,,,
5015,06/19/2025 18:07:35,16.90,212.00,,,,,
5016,06/19/2025 18:12:35,16.94,212.88,,,,,
5017,06/19/2025 18:17:35,16.94,194.96,,,,,
5018,06/19/2025 18:22:35,16.94,265.04,,,,,
5019,06/19/2025 18:27:35,16.99,134.20,,,,,
5020,06/19/2025 18:32:35,16.99,90.56,,,,,
5021,06/19/2025 18:37:35,16.94,117.92,,,,,
5022,06/19/2025 18:42:35,16.90,151.36,,,,,
5023,06/19/2025 18:47:35,16.99,163.28,,,,,
5024,06/19/2025 18:52:35,17.03,124.00,,,,,
5025,06/19/2025 18:57:35,17.03,87.16,,,,,
5026,06/19/2025 19:02:35,16.99,119.64,,,,,
5027,06/19/2025 19:07:35,16.94,88.00,,,,,
5028,06/19/2025 19:12:35,16.94,61.08,,,,,
5029,06/19/2025 19:17:35,16.94,41.44,,,,,
5030,06/19/2025 19:22:35,16.94,57.68,,,,,
5031,06/19/2025 19:27:35,16.99,80.36,,,,,
5032,06/19/2025 19:32:35,16.99,90.56,,,,,
5033,06/19/2025 19:37:35,17.03,100.88,,,,,
5034,06/19/2025 19:42:35,17.11,96.52,,,,,
5035,06/19/2025 19:47:35,17.07,112.80,,,,,
5036,06/19/2025 19:52:35,17.11,103.44,,,,,
5037,06/19/2025 19:57:35,17.16,83.76,,,,,
5038,06/19/2025 20:02:35,17.11,75.24,,,,,
5039,06/19/2025 20:07:35,17.16,59.82,,,,,
5040,06/19/2025 20:12:35,17.16,39.33,,,,,
5041,06/19/2025 20:17:35,17.16,23.94,,,,,
5042,06/19/2025 20:22:35,17.20,14.95,,,,,
5043,06/19/2025 20:27:35,17.20,8.96,,,,,
5044,06/19/2025 20:32:35,17.24,4.89,,,,,
5045,06/19/2025 20:37:35,17.20,2.34,,,,,
5046,06/19/2025 20:42:35,17.29,1.06,,,,,
5047,06/19/2025 20:47:35,17.29,0.21,,,,,
5048,06/19/2025 20:52:35,17.37,0.00,,,,,
5049,06/19/2025 20:57:35,17.37,0.00,,,,,
5050,06/19/2025 21:02:35,17.41,0.00,,,,,
5051,06/19/2025 21:07:35,17.46,0.00,,,,,
5052,06/19/2025 21:12:35,17.41,0.00,,,,,
5053,06/19/2025 21:17:35,17.50,0.00,,,,,
5054,06/19/2025 21:22:35,17.50,0.00,,,,,
5055,06/19/2025 21:27:35,17.63,0.00,,,,,
5056,06/19/2025 21:32:35,17.63,0.00,,,,,
5057,06/19/2025 21:37:35,17.72,0.00,,,,,
5058,06/19/2025 21:42:35,17.80,0.00,,,,,
5059,06/19/2025 21:47:35,17.89,0.00,,,,,
5060,06/19/2025 21:52:35,17.89,0.00,,,,,
5061,06/19/2025 21:57:35,17.93,0.00,,,,,
5062,06/19/2025 22:02:35,17.93,0.00,,,,,
5063,06/19/2025 22:07:35,17.97,0.00,,,,,
5064,06/19/2025 22:12:35,18.06,0.00,,,,,
5065,06/19/2025 22:17:35,18.10,0.00,,,,,
5066,06/19/2025 22:22:35,18.14,0.00,,,,,
5067,06/19/2025 22:27:35,18.23,0.00,,,,,
5068,06/19/2025 22:32:35,18.23,0.00,,,,,
5069,06/19/2025 22:37:35,18.36,0.00,,,,,
5070,06/19/2025 22:42:35,18.40,0.00,,,,,
5071,06/19/2025 22:47:35,18.36,0.00,,,,,
5072,06/19/2025 22:52:35,18.40,0.00,,,,,
5073,06/19/2025 22:57:35,18.49,0.00,,,,,
5074,06/19/2025 23:02:35,18.49,0.00,,,,,
5075,06/19/2025 23:07:35,18.53,0.00,,,,,
5076,06/19/2025 23:12:35,18.62,0.00,,,,,
5077,06/19/2025 23:17:35,18.62,0.00,,,,,
5078,06/19/2025 23:22:35,18.62,0.00,,,,,
5079,06/19/2025 23:27:35,18.66,0.00,,,,,
5080,06/19/2025 23:32:35,18.70,0.00,,,,,
5081,06/19/2025 23:37:35,18.70,0.00,,,,,
5082,06/19/2025 23:42:35,18.74,0.00,,,,,
5083,06/19/2025 23:47:35,18.74,0.00,,,,,
5084,06/19/2025 23:52:35,18.74,0.00,,,,,
5085,06/19/2025 23:57:35,18.70,0.00,,,,,
5086,06/20/2025 00:02:35,18.70,0.00,,,,,
5087,06/20/2025 00:07:35,18.70,0.00,,,,,
5088,06/20/2025 00:12:35,18.70,0.00,,,,,
5089,06/20/2025 00:17:35,18.70,0.00,,,,,
5090,06/20/2025 00:22:35,18.74,0.00,,,,,
5091,06/20/2025 00:27:35,18.79,0.00,,,,,
5092,06/20/2025 00:32:35,18.74,0.00,,,,,
5093,06/20/2025 00:37:35,18.79,0.00,,,,,
5094,06/20/2025 00:42:35,18.79,0.00,,,,,
5095,06/20/2025 00:47:35,18.79,0.00,,,,,
5096,06/20/2025 00:52:35,18.79,0.00,,,,,
5097,06/20/2025 00:57:35,18.79,0.00,,,,,
5098,06/20/2025 01:02:35,18.74,0.00,,,,,
5099,06/20/2025 01:07:35,18.74,0.00,,,,,
5100,06/20/2025 01:12:35,18.74,0.00,,,,,
5101,06/20/2025 01:17:35,18.74,0.00,,,,,
5102,06/20/2025 01:22:35,18.70,0.00,,,,,
5103,06/20/2025 01:27:35,18.74,0.00,,,,,
5104,06/20/2025 01:32:35,18.74,0.00,,,,,
5105,06/20/2025 01:37:35,18.70,0.00,,,,,
5106,06/20/2025 01:42:35,18.66,0.00,,,,,
5107,06/20/2025 01:47:35,18.66,0.00,,,,,
5108,06/20/2025 01:52:35,18.62,0.00,,,,,
5109,06/20/2025 01:57:35,18.66,0.00,,,,,
5110,06/20/2025 02:02:35,18.62,0.00,,,,,
5111,06/20/2025 02:07:35,18.53,0.00,,,,,
5112,06/20/2025 02:12:35,18.53,0.00,,,,,
5113,06/20/2025 02:17:35,18.44,0.00,,,,,
5114,06/20/2025 02:22:35,18.40,0.00,,,,,
5115,06/20/2025 02:27:35,18.27,0.00,,,,,
5116,06/20/2025 02:32:35,18.23,0.00,,,,,
5117,06/20/2025 02:37:35,18.02,0.00,,,,,
5118,06/20/2025 02:42:35,17.97,0.00,,,,,
5119,06/20/2025 02:47:35,17.97,0.00,,,,,
5120,06/20/2025 02:52:35,17.89,0.00,,,,,
5121,06/20/2025 02:57:35,17.89,0.00,,,,,
5122,06/20/2025 03:02:35,17.80,0.00,,,,,
5123,06/20/2025 03:07:35,17.80,0.00,,,,,
5124,06/20/2025 03:12:35,17.76,0.00,,,,,
5125,06/20/2025 03:17:35,17.72,0.00,,,,,
5126,06/20/2025 03:22:35,17.63,0.00,,,,,
5127,06/20/2025 03:27:35,17.46,0.00,,,,,
5128,06/20/2025 03:32:35,17.46,0.00,,,,,
5129,06/20/2025 03:37:35,17.50,0.00,,,,,
5130,06/20/2025 03:42:35,17.54,0.00,,,,,
5131,06/20/2025 03:47:35,17.54,0.00,,,,,
5132,06/20/2025 03:52:35,17.54,0.00,,,,,
5133,06/20/2025 03:57:35,17.59,0.00,,,,,
5134,06/20/2025 04:02:35,17.63,0.00,,,,,
5135,06/20/2025 04:07:35,17.59,0.00,,,,,
5136,06/20/2025 04:12:35,17.67,0.00,,,,,
5137,06/20/2025 04:17:35,17.63,0.00,,,,,
5138,06/20/2025 04:22:35,17.63,0.00,,,,,
5139,06/20/2025 04:27:35,17.67,0.00,,,,,
5140,06/20/2025 04:32:35,17.72,0.21,,,,,
5141,06/20/2025 04:37:35,17.80,0.42,,,,,
5142,06/20/2025 04:42:35,17.84,1.70,,,,,
5143,06/20/2025 04:47:35,17.84,4.04,,,,,
5144,06/20/2025 04:52:35,17.89,7.47,,,,,
5145,06/20/2025 04:57:35,17.89,11.94,,,,,
5146,06/20/2025 05:02:35,17.84,18.14,,,,,
5147,06/20/2025 05:07:35,17.89,21.76,,,,,
5148,06/20/2025 05:12:35,17.84,30.33,,,,,
5149,06/20/2025 05:17:35,17.84,39.75,,,,,
5150,06/20/2025 05:22:35,17.84,52.14,,,,,
5151,06/20/2025 05:27:35,17.76,74.40,,,,,
5152,06/20/2025 05:32:35,17.72,111.12,,,,,
5153,06/20/2025 05:37:35,17.76,102.60,,,,,
5154,06/20/2025 05:42:35,17.72,97.36,,,,,
5155,06/20/2025 05:47:35,17.72,111.12,,,,,
5156,06/20/2025 05:52:35,17.72,123.04,,,,,
5157,06/20/2025 05:57:35,17.67,122.16,,,,,
5158,06/20/2025 06:02:35,17.67,129.08,,,,,
5159,06/20/2025 06:07:35,17.67,134.20,,,,,
5160,06/20/2025 06:12:35,17.67,102.60,,,,,
5161,06/20/2025 06:17:35,17.72,158.04,,,,,
5162,06/20/2025 06:22:35,17.72,182.80,,,,,
5163,06/20/2025 06:27:35,17.67,149.52,,,,,
5164,06/20/2025 06:32:35,17.72,187.12,,,,,
5165,06/20/2025 06:37:35,17.76,262.48,,,,,
5166,06/20/2025 06:42:35,17.72,293.12,,,,,
5167,06/20/2025 06:47:35,17.72,445.28,,,,,
5168,06/20/2025 06:52:35,17.72,621.60,,,,,
5169,06/20/2025 06:57:35,17.76,648.00,,,,,
5170,06/20/2025 07:02:35,17.72,704.96,,,,,
5171,06/20/2025 07:07:35,17.76,737.60,,,,,
5172,06/20/2025 07:12:35,17.76,893.12,,,,,
5173,06/20/2025 07:17:35,17.76,780.16,,,,,
5174,06/20/2025 07:22:35,17.80,1146.88,,,,,
5175,06/20/2025 07:27:35,17.84,1285.76,,,,,
5176,06/20/2025 07:32:35,17.76,979.20,,,,,
5177,06/20/2025 07:37:35,17.84,1423.36,,,,,
5178,06/20/2025 07:42:35,17.84,1445.76,,,,,
5179,06/20/2025 07:43:52,,,,,,Logged,
5180,06/20/2025 07:47:35,18.02,648.80,,,,,
5181,06/20/2025 07:52:35,17.89,885.44,,,,,
5182,06/20/2025 07:57:35,17.89,1280.64,,,,,
5183,06/20/2025 08:02:35,17.89,1441.92,,,,,
5184,06/20/2025 08:07:35,17.84,1554.56,,,,,
5185,06/20/2025 08:12:35,17.89,1682.56,,,,,
5186,06/20/2025 08:17:35,17.93,1781.12,,,,,
5187,06/20/2025 08:22:35,17.97,1850.88,,,,,
5188,06/20/2025 08:27:35,17.93,1929.60,,,,,
5189,06/20/2025 08:32:35,17.93,2016.00,,,,,
5190,06/20/2025 08:37:35,18.02,2177.92,,,,,
5191,06/20/2025 08:42:35,17.93,2043.52,,,,,
5192,06/20/2025 08:47:35,18.06,2492.80,,,,,
5193,06/20/2025 08:52:35,18.06,3136.00,,,,,
5194,06/20/2025 08:57:35,18.02,2803.20,,,,,
5195,06/20/2025 09:02:35,18.10,4035.84,,,,,
5196,06/20/2025 09:07:35,18.06,2130.56,,,,,
5197,06/20/2025 09:12:35,18.10,2845.44,,,,,
5198,06/20/2025 09:17:35,18.19,3133.44,,,,,
5199,06/20/2025 09:22:35,18.19,3269.12,,,,,
5200,06/20/2025 09:27:35,18.23,3189.76,,,,,
5201,06/20/2025 09:32:35,18.23,3192.32,,,,,
5202,06/20/2025 09:37:35,18.23,2154.24,,,,,
5203,06/20/2025 09:42:35,18.23,2914.56,,,,,
5204,06/20/2025 09:47:35,18.19,2224.00,,,,,
5205,06/20/2025 09:52:35,18.19,3165.44,,,,,
5206,06/20/2025 09:57:35,18.27,2184.96,,,,,
5207,06/20/2025 10:02:35,18.32,2085.76,,,,,
5208,06/20/2025 10:07:35,18.40,1767.68,,,,,
5209,06/20/2025 10:12:35,18.53,5077.76,,,,,
5210,06/20/2025 10:17:35,18.66,5217.28,,,,,
5211,06/20/2025 10:22:35,18.74,2039.68,,,,,
5212,06/20/2025 10:27:35,18.83,6394.88,,,,,
5213,06/20/2025 10:32:35,18.87,6807.04,,,,,
5214,06/20/2025 10:37:35,19.00,7464.96,,,,,
5215,06/20/2025 10:42:35,18.96,8166.40,,,,,
5216,06/20/2025 10:47:35,19.00,7390.72,,,,,
5217,06/20/2025 10:52:35,19.09,8908.80,,,,,
5218,06/20/2025 10:57:35,19.09,7636.48,,,,,
5219,06/20/2025 11:02:35,18.92,1842.56,,,,,
5220,06/20/2025 11:07:35,19.17,9815.04,,,,,
5221,06/20/2025 11:12:35,19.17,10854.40,,,,,
5222,06/20/2025 11:17:35,19.26,10746.88,,,,,
5223,06/20/2025 11:22:35,19.47,11453.44,,,,,
5224,06/20/2025 11:27:35,19.30,3892.48,,,,,
5225,06/20/2025 11:32:35,19.47,11934.72,,,,,
5226,06/20/2025 11:37:35,19.56,4526.08,,,,,
5227,06/20/2025 11:42:35,19.52,4618.24,,,,,
5228,06/20/2025 11:47:35,19.69,6530.56,,,,,
5229,06/20/2025 11:52:35,19.56,5248.00,,,,,
5230,06/20/2025 11:57:35,19.52,8440.32,,,,,
5231,06/20/2025 12:02:35,19.69,15943.68,,,,,
5232,06/20/2025 12:07:35,19.60,3240.96,,,,,
5233,06/20/2025 12:12:35,19.86,6579.20,,,,,
5234,06/20/2025 12:17:35,19.86,14284.80,,,,,
5235,06/20/2025 12:22:35,19.86,3970.56,,,,,
5236,06/20/2025 12:27:35,20.12,8944.64,,,,,
5237,06/20/2025 12:32:35,20.20,18923.52,,,,,
5238,06/20/2025 12:37:35,20.12,11832.32,,,,,
5239,06/20/2025 12:42:35,20.07,8112.64,,,,,
5240,06/20/2025 12:47:35,19.99,3848.96,,,,,
5241,06/20/2025 12:52:35,19.95,3207.68,,,,,
5242,06/20/2025 12:57:35,19.99,5744.64,,,,,
5243,06/20/2025 13:02:35,19.90,2823.68,,,,,
5244,06/20/2025 13:07:35,19.82,1956.48,,,,,
5245,06/20/2025 13:12:35,19.77,1496.96,,,,,
5246,06/20/2025 13:17:35,19.73,3525.12,,,,,
5247,06/20/2025 13:22:35,20.16,17689.60,,,,,
5248,06/20/2025 13:27:35,20.20,10196.48,,,,,
5249,06/20/2025 13:32:35,20.07,9646.08,,,,,
5250,06/20/2025 13:37:35,20.25,21094.40,,,,,
5251,06/20/2025 13:42:35,19.95,5329.92,,,,,
5252,06/20/2025 13:47:35,19.77,3607.04,,,,,
5253,06/20/2025 13:52:35,19.77,4573.44,,,,,
5254,06/20/2025 13:57:35,19.56,3896.32,,,,,
5255,06/20/2025 14:02:35,19.35,4376.32,,,,,
5256,06/20/2025 14:07:35,19.17,2886.40,,,,,
5257,06/20/2025 14:12:35,19.17,11832.32,,,,,
5258,06/20/2025 14:17:35,18.87,5149.44,,,,,
5259,06/20/2025 14:22:35,18.74,3511.04,,,,,
5260,06/20/2025 14:27:35,18.53,4403.20,,,,,
5261,06/20/2025 14:32:35,18.44,5352.96,,,,,
5262,06/20/2025 14:37:35,18.14,3701.76,,,,,
5263,06/20/2025 14:42:35,17.97,2479.36,,,,,
5264,06/20/2025 14:47:35,17.76,3006.72,,,,,
5265,06/20/2025 14:52:35,17.59,1413.12,,,,,
5266,06/20/2025 14:57:35,17.50,2049.92,,,,,
5267,06/20/2025 15:02:35,17.46,2174.72,,,,,
5268,06/20/2025 15:07:35,17.37,1742.08,,,,,
5269,06/20/2025 15:12:35,17.24,1956.48,,,,,
5270,06/20/2025 15:17:35,17.24,1163.84,,,,,
5271,06/20/2025 15:22:35,17.20,1225.92,,,,,
5272,06/20/2025 15:27:35,17.16,1484.80,,,,,
5273,06/20/2025 15:32:35,17.16,1605.76,,,,,
5274,06/20/2025 15:37:35,17.11,1621.12,,,,,
5275,06/20/2025 15:42:35,17.16,1907.20,,,,,
5276,06/20/2025 15:47:35,17.16,2438.40,,,,,
5277,06/20/2025 15:52:35,17.11,1603.84,,,,,
5278,06/20/2025 15:57:35,17.16,1288.96,,,,,
5279,06/20/2025 16:02:35,17.20,1305.28,,,,,
5280,06/20/2025 16:07:35,17.41,1226.88,,,,,
5281,06/20/2025 16:12:35,17.20,1667.84,,,,,
5282,06/20/2025 16:17:35,17.20,1204.80,,,,,
5283,06/20/2025 16:22:35,17.24,1351.04,,,,,
5284,06/20/2025 16:27:35,17.16,1217.60,,,,,
5285,06/20/2025 16:32:35,17.16,1165.76,,,,,
5286,06/20/2025 16:37:35,17.16,1686.40,,,,,
5287,06/20/2025 16:42:35,17.20,2049.92,,,,,
5288,06/20/2025 16:47:35,17.20,2051.84,,,,,
5289,06/20/2025 16:52:35,17.20,1879.68,,,,,
5290,06/20/2025 16:57:35,17.16,1557.12,,,,,
5291,06/20/2025 17:02:35,17.16,1415.68,,,,,
5292,06/20/2025 17:07:35,17.11,1579.52,,,,,
5293,06/20/2025 17:12:35,17.07,1507.84,,,,,
5294,06/20/2025 17:17:35,17.11,1369.60,,,,,
5295,06/20/2025 17:22:35,17.07,723.20,,,,,
5296,06/20/2025 17:27:35,17.11,440.16,,,,,
5297,06/20/2025 17:32:35,17.07,435.84,,,,,
5298,06/20/2025 17:37:35,17.07,974.08,,,,,
5299,06/20/2025 17:42:35,17.03,380.32,,,,,
5300,06/20/2025 17:47:35,17.03,325.68,,,,,
5301,06/20/2025 17:52:35,16.99,307.76,,,,,
5302,06/20/2025 17:57:35,17.03,264.16,,,,,
5303,06/20/2025 18:02:35,17.03,305.20,,,,,
5304,06/20/2025 18:07:35,17.07,371.04,,,,,
5305,06/20/2025 18:12:35,17.03,234.96,,,,,
5306,06/20/2025 18:17:35,17.03,536.00,,,,,
5307,06/20/2025 18:22:35,17.03,492.48,,,,,
5308,06/20/2025 18:27:35,17.07,381.76,,,,,
5309,06/20/2025 18:32:35,17.07,371.04,,,,,
5310,06/20/2025 18:37:35,17.11,334.08,,,,,
5311,06/20/2025 18:42:35,17.03,392.48,,,,,
5312,06/20/2025 18:47:35,17.03,337.60,,,,,
5313,06/20/2025 18:52:35,17.07,296.72,,,,,
5314,06/20/2025 18:57:35,17.07,264.16,,,,,
5315,06/20/2025 19:02:35,17.03,255.60,,,,,
5316,06/20/2025 19:07:35,17.03,233.28,,,,,
5317,06/20/2025 19:12:35,17.03,158.16,,,,,
5318,06/20/2025 19:17:35,17.03,153.88,,,,,
5319,06/20/2025 19:22:35,17.03,131.64,,,,,
5320,06/20/2025 19:27:35,17.07,116.20,,,,,
5321,06/20/2025 19:32:35,17.03,103.44,,,,,
5322,06/20/2025 19:37:35,17.07,88.88,,,,,
5323,06/20/2025 19:42:35,17.07,78.66,,,,,
5324,06/20/2025 19:47:35,17.11,70.98,,,,,
5325,06/20/2025 19:52:35,17.03,57.68,,,,,
5326,06/20/2025 19:57:35,17.03,53.86,,,,,
5327,06/20/2025 20:02:35,17.07,44.00,,,,,
5328,06/20/2025 20:07:35,17.11,34.16,,,,,
5329,06/20/2025 20:12:35,17.07,26.07,,,,,
