"date","mean.sst","min.sst","max.sst","sd","ten","nine","month","year","doy"
2025-01-28,4.53477217391304,4.25599999999997,4.82100000000003,0.13770937909945,4.35040000000001,4.71819999999999,1,2025,28
2025-01-29,4.70274434782609,4.358,5.096,0.160003938426759,4.495,4.91340000000001,1,2025,29
2025-01-30,4.66988347826087,4.32999999999998,5.09899999999999,0.15701041484932,4.4734,4.88879999999999,1,2025,30
2025-01-31,4.39726782608695,4.18599999999998,4.697,0.116847400072925,4.24400000000003,4.55820000000002,1,2025,31
2025-02-01,3.93423652173913,3.755,4.36599999999999,0.115634244299774,3.79839999999999,4.0962,2,2025,32
2025-02-02,3.74136347826087,3.54899999999998,4.35000000000002,0.131905989071904,3.59540000000002,3.89499999999998,2,2025,33
2025-02-03,4.00440695652174,3.79700000000003,4.36099999999999,0.125399978689613,3.8534,4.18860000000001,2,2025,34
2025-02-04,4.03096869565217,3.76999999999998,4.51400000000001,0.192283823304879,3.81999999999999,4.33560000000001,2,2025,35
2025-02-05,4.13704173913043,3.834,4.54899999999998,0.16631124529195,3.92599999999999,4.38539999999999,2,2025,36
2025-02-06,3.81509217391304,3.48599999999999,4.27699999999999,0.20827786533743,3.5622,4.1278,2,2025,37
2025-02-07,4.13297391304348,3.82900000000001,4.48599999999999,0.158338755013392,3.93200000000002,4.36319999999999,2,2025,38
2025-02-08,4.30655652173913,3.971,4.68799999999999,0.175045687978501,4.08079999999999,4.55319999999998,2,2025,39
2025-02-09,4.26750956521739,4.04399999999998,4.54000000000002,0.116831005274133,4.11599999999999,4.43000000000001,2,2025,40
2025-02-10,4.17012,4.02199999999999,4.37799999999999,0.0744455781863385,4.06900000000002,4.2658,2,2025,41
2025-02-11,4.14905043478261,4.01400000000001,4.43900000000002,0.0877475943205521,4.05240000000001,4.2826,2,2025,42
