date [EST],CDOM [QSDE],current speed [mm/s],fluorescence [ug/L],salinity [PSU],temperature [C]
7/13/2025 07:00,1.5,55.529,10.39,28.16,15.46
7/13/2025 08:00,1.47,55.4549,11.57,28.21,15.53
7/13/2025 09:00,1.47,137.416,8.28,28.23,15.52
7/13/2025 10:00,1.4,200.649,6.42,28.06,15.51
7/13/2025 11:00,1.42,195.819,4.75,28.06,15.23
7/13/2025 12:00,1.43,227.702,5.42,27.97,15.66
7/13/2025 13:00,1.44,211.895,5.05,27.77,15.8
7/13/2025 14:00,1.52,141.367,5.15,27.62,15.75
7/13/2025 15:00,1.48,62.738,5.94,27.72,16.02
7/13/2025 16:00,1.32,100.682,12.81,28.03,16.25
7/13/2025 17:00,1.41,73.4871,11.93,28.01,16.07
7/13/2025 18:00,1.45,24.4342,10.14,28.08,15.93
7/13/2025 19:00,1.44,25.8118,9.97,28.21,15.95
7/13/2025 20:00,1.4,46.051,8.61,28.15,15.97
7/13/2025 21:00,1.44,145.046,8.85,28.25,15.8
7/13/2025 22:00,1.48,148.824,8.12,27.99,15.94
7/13/2025 23:00,1.5,181.375,8.02,27.78,15.99
7/14/2025 00:00,1.52,245.501,8.62,27.77,15.94
7/14/2025 01:00,1.55,229.242,9.2,27.67,16.29
7/14/2025 02:00,1.48,130.895,9,27.72,16.24
7/14/2025 03:00,1.54,82.1236,8.44,27.87,15.94
7/14/2025 04:00,1.5,121.973,8.86,,
7/14/2025 05:00,1.49,182.736,8.48,27.99,15.83
7/14/2025 06:00,1.52,104.44,9.78,27.98,15.89
7/14/2025 07:00,1.53,117.076,10.97,27.98,15.92
7/14/2025 08:00,1.47,59.5886,9.27,28.04,15.99
7/14/2025 09:00,1.45,78.8476,5.92,28.03,16.04
7/14/2025 10:00,1.45,131.432,4.8,28.16,15.97
7/14/2025 11:00,1.44,168.72,6.48,27.97,16.41
7/14/2025 12:00,1.39,212.793,5.47,27.9,16.58
7/14/2025 13:00,1.41,233.182,9.24,27.87,16.6
7/14/2025 14:00,1.4,148.573,12.5,27.84,16.75
7/14/2025 15:00,1.35,25.3514,12.36,27.76,16.94
7/14/2025 16:00,1.38,52.1286,10.82,27.96,16.79
7/14/2025 17:00,1.45,134.544,11.42,27.96,16.68
7/14/2025 18:00,1.38,63.1269,11.64,27.93,16.84
7/14/2025 19:00,1.44,19.4115,10.65,27.97,16.62
7/14/2025 20:00,1.45,92.9232,11.21,28.09,16.66
7/14/2025 21:00,1.42,119.743,8.6,27.98,16.58
7/14/2025 22:00,1.48,156.177,9.57,28.18,16.37
7/14/2025 23:00,1.44,199.414,9.16,27.98,16.66
7/15/2025 00:00,1.46,221.873,8.79,27.85,16.91
7/15/2025 01:00,1.43,178.54,9.19,27.9,16.76
7/15/2025 02:00,1.44,99.7508,8.74,27.93,16.76
7/15/2025 03:00,1.41,62.0202,8.66,27.93,16.81
7/15/2025 04:00,1.43,112.317,9.27,,
7/15/2025 05:00,1.46,212.35,9.27,28.12,16.26
7/15/2025 06:00,1.49,137.823,10.58,28.1,16.46
7/15/2025 07:00,1.48,59.8983,10.86,28.07,16.51
7/15/2025 08:00,1.56,154.06,8.85,28.37,16.19
7/15/2025 09:00,1.41,63.17,5.35,28.01,16.71
7/15/2025 10:00,1.42,110.183,5.08,21.35,16.81
7/15/2025 11:00,1.36,217.778,4.02,21.37,16.6
7/15/2025 12:00,1.34,235.754,4.55,28.1,17.54
7/15/2025 13:00,1.31,245.278,4.13,28.12,16.64
7/15/2025 14:00,1.32,279.138,3.95,28.09,17.04
7/15/2025 15:00,1.27,225.756,4.66,28.04,17.69
7/15/2025 16:00,1.27,62.593,7.81,28.1,17.58
7/15/2025 17:00,1.25,104.955,12.23,28.21,18.51
7/15/2025 18:00,1.27,81.7177,10.63,28.25,17.97
7/15/2025 19:00,1.32,51.4417,10.39,28.15,17.94
7/15/2025 20:00,1.36,30.8698,10.55,28.14,17.52
7/15/2025 21:00,1.34,68.4124,10.14,28.16,17.67
7/15/2025 22:00,1.3,70.0692,7.96,28.11,17.93
7/15/2025 23:00,1.35,165.672,8.45,28.25,17.26
7/16/2025 00:00,1.28,207.634,6.92,28.05,17.33
7/16/2025 01:00,1.34,180.795,7.71,28.17,17.28
7/16/2025 02:00,1.27,228.736,7.31,28.1,17.67
7/16/2025 03:00,1.34,83.2948,7.12,28.05,17.47
7/16/2025 04:00,1.3,66.8884,7.26,,
7/16/2025 05:00,1.4,155.392,7.06,28.12,17.23
7/16/2025 06:00,1.37,200.983,7.66,28.19,17.03
7/16/2025 07:00,1.39,171.614,7.83,28.21,17.45
7/16/2025 08:00,1.42,65.2391,7.81,28.25,17.43
7/16/2025 09:00,1.54,145.29,6.57,28.39,17.29
7/16/2025 10:00,1.32,113.113,4.93,28.23,17.67
7/16/2025 11:00,1.32,174.642,4.85,28.25,17.93
7/16/2025 12:00,1.17,247.33,4.74,28.03,19.12
7/16/2025 13:00,1.18,191.521,4.95,28.18,18.65
7/16/2025 14:00,1.19,204.115,4.23,28.14,18.22
7/16/2025 15:00,1.13,164.202,5.25,27.82,19.29
7/16/2025 16:00,1.2,79.5044,6.02,27.76,18.96
7/16/2025 17:00,1.32,97.8861,11.18,27.97,18.63
7/16/2025 18:00,1.28,158.941,12.67,28.05,18.74
7/16/2025 19:00,1.3,82.8494,11.57,28.2,18.6
7/16/2025 20:00,1.3,23.9589,11.32,28.17,18.67
7/16/2025 21:00,1.34,179.373,11.04,28.2,18.49
7/16/2025 22:00,1.25,43.7267,8.31,28.07,18.61
7/16/2025 23:00,1.26,121.616,7.81,28.05,18.51
7/17/2025 00:00,1.35,187.973,8.49,28.04,17.86
7/17/2025 01:00,1.3,197.235,7.36,27.76,18.24
7/17/2025 02:00,1.31,174.666,7.13,27.7,18.05
7/17/2025 03:00,1.28,264.015,6.88,27.68,18.03
7/17/2025 04:00,1.28,160.77,6.88,,
7/17/2025 05:00,1.24,12.6073,6.57,27.81,18.09
7/17/2025 06:00,1.26,102.7,7.05,27.87,17.8
7/17/2025 07:00,1.3,83.6295,8.16,27.95,17.98
7/17/2025 08:00,1.3,42.5258,8.24,27.91,18.12
7/17/2025 09:00,1.33,10.7406,9.67,27.95,18.02
7/17/2025 10:00,1.35,65.5257,10.58,28.13,18.05
7/17/2025 11:00,1.38,49.2894,11.08,28.15,18.18
7/17/2025 12:00,1.28,157.664,5.69,27.99,18.07
7/17/2025 13:00,1.28,182.172,5.78,27.79,18.31
7/17/2025 14:00,1.23,172.152,10.47,27.91,18.46
7/17/2025 15:00,1.29,282.619,6.09,27.97,17.7
7/17/2025 16:00,1.24,201.964,9.68,27.52,17.98
7/17/2025 17:00,1.24,78.1731,8.6,27.36,18.17
7/17/2025 18:00,1.29,64.0705,12.74,27.73,18.48
7/17/2025 19:00,1.27,101.856,10.43,27.73,18.19
7/17/2025 20:00,1.3,151.4,10.83,27.57,18.02
7/17/2025 21:00,1.31,19.495,10.17,27.94,18.09
7/17/2025 22:00,1.38,74.118,11.68,28.33,18.13
7/17/2025 23:00,1.36,51.0207,10.18,28.29,18.05
7/18/2025 00:00,1.34,63.164,8.78,28.24,17.96
7/18/2025 01:00,1.4,184.458,8.88,28.33,17.64
7/18/2025 02:00,1.36,217.407,8.12,28.21,17.7
7/18/2025 03:00,1.38,215.241,7.23,28.13,17.62
7/18/2025 04:00,1.38,172.62,6.7,,
7/18/2025 05:00,1.38,46.1351,7.36,28.21,17.52
7/18/2025 06:00,1.4,98.8585,6.39,28.14,17.62
7/18/2025 07:00,1.39,157.377,6.45,28.35,17.76
7/18/2025 08:00,1.45,247.377,6.98,28.42,17.84
7/18/2025 09:00,1.49,181.496,8.05,28.55,17.74
7/18/2025 10:00,1.6,289.412,8.04,28.61,17.75
7/18/2025 11:00,1.68,203.471,7.77,28.61,18.09
7/18/2025 12:00,1.62,116.123,8.79,28.61,18
7/18/2025 13:00,1.52,122.317,8.03,28.6,17.91
7/18/2025 14:00,1.43,263.671,6.35,28.51,18.1
7/18/2025 15:00,1.35,129.237,8.37,28.55,18.24
7/18/2025 16:00,1.33,96.5754,8.87,28.51,18.12
7/18/2025 17:00,1.41,68.3232,11.68,28.6,18.16
7/18/2025 18:00,1.44,167.751,12.85,28.64,17.7
7/18/2025 19:00,1.47,239.907,12.37,28.65,17.71
7/18/2025 20:00,1.51,153.717,13.17,28.62,18.08
7/18/2025 21:00,1.65,245.999,15,28.66,18.01
7/18/2025 22:00,1.69,72.4778,14.94,28.69,17.61
7/18/2025 23:00,1.7,51.1297,12.83,28.78,16.91
7/19/2025 00:00,1.85,142.356,13.4,28.9,16.07
7/19/2025 01:00,1.69,128.948,14.78,28.78,16.62
7/19/2025 02:00,1.76,191.734,14.41,28.79,16.7
7/19/2025 03:00,1.51,270.524,11.08,28.73,16.62
7/19/2025 04:00,1.42,298.411,10.3,,
7/19/2025 05:00,1.42,306.921,10.11,28.73,16.38
7/19/2025 06:00,1.42,193.51,9.96,28.79,16.3
7/19/2025 07:00,1.39,101.322,6.43,28.77,16.27
7/19/2025 08:00,1.44,94.4487,6.28,28.76,16.49
7/19/2025 09:00,1.44,186.429,6.57,28.79,16.26
7/19/2025 10:00,1.53,160.169,8.2,28.79,16.66
7/19/2025 11:00,1.48,22.4363,9.51,28.82,17
7/19/2025 12:00,1.48,61.1748,8.77,28.84,16.57
7/19/2025 13:00,1.3,137.193,7.39,28.83,17.14
7/19/2025 14:00,1.28,156.121,6.94,28.76,17.33
7/19/2025 15:00,1.19,184.328,6.69,28.77,17.28
7/19/2025 16:00,1.25,188.107,8.72,28.8,17.36
7/19/2025 17:00,1.11,222.865,9.64,28.69,17.27
7/19/2025 18:00,1.14,166.087,10.19,28.65,17.43
7/19/2025 19:00,1.3,126.023,12.49,28.67,17.46
7/19/2025 20:00,1.3,66.7943,12.05,28.75,17.3
7/19/2025 21:00,1.2,115.32,9.94,28.71,16.99
7/19/2025 22:00,1.26,128.615,11.26,28.77,16.79
7/19/2025 23:00,1.3,46.9163,11.34,28.79,16.93
7/20/2025 00:00,1.32,120.205,10.62,28.76,16.85
7/20/2025 01:00,1.32,44.9274,10.13,28.75,16.87
7/20/2025 02:00,1.26,103.689,9.79,28.75,16.84
7/20/2025 03:00,1.36,174.976,9.64,28.8,16.27
7/20/2025 04:00,1.3,196.623,9.01,,
7/20/2025 05:00,1.24,126.503,7.94,28.63,16.71
7/20/2025 06:00,1.21,141.423,7.68,28.61,16.86
7/20/2025 07:00,1.22,83.4852,7.63,28.62,16.76
7/20/2025 08:00,1.23,64.0312,5.52,28.68,16.57
7/20/2025 09:00,1.32,48.2082,4.95,28.73,16.69
7/20/2025 10:00,1.28,36.1862,5.45,28.77,16.71
7/20/2025 11:00,1.18,100.123,5.92,28.78,16.82
7/20/2025 12:00,1.21,34.8847,7.53,28.78,16.92
7/20/2025 13:00,1.26,47.3908,7.38,28.81,16.94
7/20/2025 14:00,1.25,224.513,11.83,28.82,16.76
7/20/2025 15:00,1.27,148.024,14.07,28.78,16.75
7/20/2025 16:00,1.2,172.801,11.98,28.76,16.91
7/20/2025 17:00,1.22,267.367,11.92,28.63,16.78
7/20/2025 18:00,1.23,129.709,11.02,28.72,16.76
7/20/2025 19:00,1.21,39.3347,11.4,28.52,16.93
7/20/2025 20:00,1.26,200.524,12.52,28.78,16.56
7/20/2025 21:00,1.2,191.562,10.39,28.64,16.81
7/20/2025 22:00,1.38,256.087,12.84,28.61,17.11
7/20/2025 23:00,1.63,205.054,14.46,28.56,17.33
7/21/2025 00:00,2.14,143.894,14.34,28.71,16.83
7/21/2025 01:00,1.73,86.3946,15.19,28.77,16.7
7/21/2025 02:00,2.55,155.773,15.19,28.75,17
7/21/2025 03:00,1.55,92.7237,14.2,28.74,16.8
7/21/2025 04:00,1.62,231.181,14.58,,
7/21/2025 05:00,1.59,188.84,13.2,28.74,16.67
7/21/2025 06:00,1.57,184.724,13.85,28.8,16.53
7/21/2025 07:00,1.42,166.47,9.43,28.75,16.45
7/21/2025 08:00,1.4,51.3293,7.5,28.77,16.47
7/21/2025 09:00,1.44,100.532,7.47,28.81,16.43
7/21/2025 10:00,1.54,193.545,6.9,28.87,16.3
7/21/2025 11:00,1.46,237.478,6.62,28.84,16.61
7/21/2025 12:00,1.65,210.151,7.12,28.95,16.34
7/21/2025 13:00,1.61,190.164,7.63,28.95,16.18
7/21/2025 14:00,1.71,137.718,8.68,28.93,16.41
7/21/2025 15:00,1.63,67.6798,12.25,28.94,16.38
7/21/2025 16:00,1.57,137.487,11.6,28.95,16.28
7/21/2025 17:00,1.51,136.522,14.24,28.93,16.43
7/21/2025 18:00,1.45,129.404,16.53,28.96,16.25
7/21/2025 19:00,1.46,71.7376,15.81,28.91,16.22
7/21/2025 20:00,1.47,95.7898,16.37,28.94,16.14
7/21/2025 21:00,1.53,100.187,15.22,28.94,16.2
7/21/2025 22:00,1.7,223.36,16.43,28.96,16.18
7/21/2025 23:00,1.52,303.96,15.44,28.97,15.61
7/22/2025 00:00,1.67,268.942,14.57,29,15.47
7/22/2025 01:00,1.57,266.17,14.75,28.97,15.51
7/22/2025 02:00,1.61,30.6236,13.42,29.03,15.22
7/22/2025 03:00,1.84,131.982,14.22,29.05,14.78
7/22/2025 04:00,1.78,111.233,14.48,,
7/22/2025 05:00,1.61,176.534,13.07,29.03,14.78
7/22/2025 06:00,1.51,157.461,10,29.04,14.79
7/22/2025 07:00,1.52,80.2365,8.1,29.02,14.87
7/22/2025 08:00,1.36,195.087,5.75,29.03,14.9
7/22/2025 09:00,1.42,145.174,4.83,29.04,14.96
7/22/2025 10:00,1.39,67.3302,4.58,29.02,15.24
7/22/2025 11:00,1.42,66.7959,6.45,29.08,15.44
7/22/2025 12:00,1.42,187.801,6.85,28.98,15.36
7/22/2025 13:00,1.38,169.271,7.16,29.09,15.71
7/22/2025 14:00,1.4,16.1907,8.18,29.06,15.97
7/22/2025 15:00,1.61,13.2937,9.81,29.1,15.59
7/22/2025 16:00,1.43,152.478,11.12,29.06,15.61
7/22/2025 17:00,1.24,188.041,9.26,29.05,15.58
7/22/2025 18:00,1.24,181.771,13.58,29.04,15.58
7/22/2025 19:00,1.26,126.701,12.71,29.04,15.58
7/22/2025 20:00,1.28,215.033,12.5,29.05,15.32
7/22/2025 21:00,1.2,163.779,12.26,29.04,15.39
7/22/2025 22:00,1.2,105.23,11.07,29.04,15.21
7/22/2025 23:00,1.19,50.9381,11.26,29.04,15.21
7/23/2025 00:00,1.26,165.201,12.06,29.07,15.2
7/23/2025 01:00,1.48,169.513,13.98,29.09,15.36
7/23/2025 02:00,1.53,210.576,14.82,29.12,15.12
7/23/2025 03:00,1.42,61.0487,12.95,29.08,15.13
7/23/2025 04:00,1.55,73.9108,15.76,,
7/23/2025 05:00,1.48,109.922,13.22,29.1,14.99
7/23/2025 06:00,1.62,187.62,14.02,29.13,14.78
7/23/2025 07:00,1.47,153.06,6.87,29.1,15.04
7/23/2025 08:00,1.27,146.628,4.9,29.07,15.15
7/23/2025 09:00,1.2,113.749,4.2,29.06,15.17
7/23/2025 10:00,1.08,22.8777,4.57,29.12,15.65
7/23/2025 11:00,1.21,145.212,4.97,29.14,15.55
7/23/2025 12:00,1.3,268.66,5.84,29.07,15.78
7/23/2025 13:00,1.41,185.276,10.18,29.1,16.28
7/23/2025 14:00,1.42,96.9262,7.9,29.04,16.28
7/23/2025 15:00,1.41,7.58104,10.6,29.11,16.27
7/23/2025 16:00,1.47,59.8621,10.25,29.14,16.08
7/23/2025 17:00,1.32,141.248,13.2,29.12,16.08
7/23/2025 18:00,1.25,206.835,12.99,29.07,15.96
7/23/2025 19:00,1.18,199.446,11.86,29.09,15.75
7/23/2025 20:00,1.16,196.2,11.78,29.09,15.53
7/23/2025 21:00,1.24,198.54,12.18,29.14,15.33
7/23/2025 22:00,1.19,165.382,10.35,29.09,15.67
7/23/2025 23:00,1.1,76.8505,9.21,29.07,15.62
7/24/2025 00:00,1.2,125.356,11.06,29.08,15.35
7/24/2025 01:00,1.32,246.094,11.51,29.11,15.09
7/24/2025 02:00,1.51,204.576,13.84,29.14,15.63
7/24/2025 03:00,1.55,144.772,14.88,29.14,15.5
7/24/2025 04:00,1.45,48.9955,13.9,,
7/24/2025 05:00,1.69,103.882,13.78,29.16,15.29
7/24/2025 06:00,1.56,110.657,12.7,29.16,15.26
7/24/2025 07:00,1.48,187.309,7.29,29.16,15.11
7/24/2025 08:00,1.3,169.054,5.35,28.5,15.23
7/24/2025 09:00,1.17,144.315,4.06,28.49,15.42
7/24/2025 10:00,1.19,130.941,4.29,29.12,15.43
7/24/2025 11:00,1.22,80.4297,4.24,29.14,15.53
7/24/2025 12:00,1.21,74.4112,4.45,29.14,15.62
7/24/2025 13:00,1.27,139.922,6.41,29.16,15.7
7/24/2025 14:00,1.34,117.016,7.18,29.11,15.64
7/24/2025 15:00,1.34,115.248,10.15,29.14,16.1
7/24/2025 16:00,1.49,43.7356,12.51,29.15,16.02
7/24/2025 17:00,1.46,28.4434,14.45,29.14,16.11
7/24/2025 18:00,1.35,87.1859,14.71,29.14,15.97
7/24/2025 19:00,1.29,248.463,12.38,29.13,15.75
7/24/2025 20:00,1.25,261.28,11.44,29.14,15.42
7/24/2025 21:00,1.28,225.803,11.84,29.14,15.21
7/24/2025 22:00,1.24,153.266,11.82,29.14,15.23
7/24/2025 23:00,1.3,148.342,11.82,29.14,15.22
7/25/2025 00:00,1.48,29.3409,13.11,29.17,15.3
7/25/2025 01:00,1.33,188.922,11.74,29.17,15.03
7/25/2025 02:00,1.45,197.094,12.38,29.13,15.17
7/25/2025 03:00,1.49,231.59,12.77,29.15,15.64
7/25/2025 04:00,1.77,200.606,14.86,,
7/25/2025 05:00,1.79,52.2898,14.61,29.11,15.83
7/25/2025 06:00,1.76,33.6902,13.62,28.48,15.99
7/25/2025 07:00,1.64,104.054,14.77,29.08,15.7
7/25/2025 08:00,1.42,181.128,5.81,29.09,15.78
7/25/2025 09:00,1.38,250.895,6.24,29.16,15.56
7/25/2025 10:00,1.31,221.208,8.22,29.15,15.48
7/25/2025 11:00,1.31,94.2942,12.58,29.15,15.56
7/25/2025 12:00,1.51,50.4436,15.63,29.16,16.13
7/25/2025 13:00,1.41,106.492,14.44,29.41,15.68
7/25/2025 14:00,1.33,216.073,9,29.16,15.72
7/25/2025 15:00,1.51,244.348,10.44,29.16,16.06
7/25/2025 16:00,1.59,134.115,10.61,29.21,16.74
7/25/2025 17:00,1.55,12.1301,17.22,29.17,16.75
7/25/2025 18:00,1.61,39.3633,17.44,29.18,16.36
7/25/2025 19:00,1.6,143.384,16.36,29.2,16.32
7/25/2025 20:00,1.61,223.723,16.36,29.18,16.19
7/25/2025 21:00,1.49,194.952,16.22,29.25,15.57
7/25/2025 22:00,1.44,178.718,15.47,29.16,15.75
7/25/2025 23:00,1.41,105.017,14.98,29.2,15.65
7/26/2025 00:00,1.43,34.5165,13.63,29.2,15.84
7/26/2025 01:00,1.55,66.1484,14.29,29.17,16.01
7/26/2025 02:00,1.64,228.186,13.18,29.1,15.73
7/26/2025 03:00,1.63,272.145,12.87,29.19,15.82
7/26/2025 04:00,1.79,244.486,13.9,,
7/26/2025 05:00,1.75,239.934,13.35,29.29,15.41
7/26/2025 06:00,1.71,31.1787,12.35,29.23,15.09
7/26/2025 07:00,1.82,107.189,9.06,29.19,15.55
7/26/2025 08:00,1.81,86.663,8.35,29.31,15.46
7/26/2025 09:00,1.58,238.093,5.92,29.17,15.62
7/26/2025 10:00,1.49,161.726,5.37,29.19,15.86
7/26/2025 11:00,1.52,194.852,6.11,29.09,15.75
7/26/2025 12:00,1.19,176.099,4.31,29.1,16.05
7/26/2025 13:00,1.25,115.307,4.76,29.14,16
7/26/2025 14:00,1.39,63.1,6.78,29.25,16.89
7/26/2025 15:00,1.34,106.702,7.99,29.16,16.02
7/26/2025 16:00,1.41,87.5129,9.94,29.2,16.07
7/26/2025 17:00,1.49,70.0962,15.31,29.21,16.13
7/26/2025 18:00,1.51,78.8291,17,29.22,16.25
7/26/2025 19:00,1.68,84.8962,16.22,29.22,16.14
7/26/2025 20:00,1.45,211.706,14.57,29.21,15.99
7/26/2025 21:00,1.33,206.205,12.54,29.16,15.88
7/26/2025 22:00,1.24,156.064,12.72,29.15,15.99
7/26/2025 23:00,1.26,211.057,12.45,29.13,15.93
7/27/2025 00:00,1.26,212.184,12.3,29.1,15.99
7/27/2025 01:00,1.27,77.3349,12.46,29.11,15.62
7/27/2025 02:00,1.32,22.9643,12.85,29.14,15.54
7/27/2025 03:00,1.33,169.132,12.6,29.15,15.53
7/27/2025 04:00,1.42,150.38,12.58,,
7/27/2025 05:00,1.47,198.715,11.98,29.2,15.62
7/27/2025 06:00,1.46,71.5736,10.98,29.2,15.67
7/27/2025 07:00,1.53,55.7527,10.67,29.21,15.56
7/27/2025 08:00,1.55,48.6513,8.59,29.22,15.63
7/27/2025 09:00,1.48,213.281,6.35,29.22,15.63
7/27/2025 10:00,1.4,229.496,7.88,28.11,15.62
7/27/2025 11:00,1.31,168.765,9.75,28.14,15.51
7/27/2025 12:00,1.32,169.008,12.62,29.16,15.6
7/27/2025 13:00,1.27,140.488,10.91,29.18,15.35
7/27/2025 14:00,1.29,91.2363,15.26,29.18,15.32
7/27/2025 15:00,1.3,6.47216,15.46,29.13,15.33
7/27/2025 16:00,1.41,159.921,16.6,29.19,15.22
7/27/2025 17:00,1.62,186.571,17.41,29.14,15.4
7/27/2025 18:00,1.61,106.42,18.02,29.19,15.64
7/27/2025 19:00,1.63,35.4605,19.06,29.19,15.64
7/27/2025 20:00,1.6,34.6875,19.07,29.2,15.65
7/27/2025 21:00,1.54,210.285,15.58,29.19,15.51
7/27/2025 22:00,1.42,202.244,15.78,29.17,15.3
7/27/2025 23:00,1.4,215.038,15.86,29.15,15.28
7/28/2025 00:00,1.42,171.995,15.17,29.15,15.24
7/28/2025 01:00,1.41,127.143,15.85,29.15,15.19
7/28/2025 02:00,1.43,55.7818,15.86,29.16,15.04
7/28/2025 03:00,1.38,216.531,14.04,29.12,15.12
7/28/2025 04:00,1.64,300.225,15.03,,
7/28/2025 05:00,1.66,235.843,14.3,29.21,15.62
7/28/2025 06:00,1.8,220.982,15.21,29.24,15.14
7/28/2025 07:00,1.74,135.915,15.01,29.23,15.47
7/28/2025 08:00,1.77,144.291,12.63,29.24,15.44
7/28/2025 09:00,1.79,44.9262,11.09,29.24,15.7
7/28/2025 10:00,1.65,169.709,7.61,29.24,15.68
7/28/2025 11:00,1.63,170.206,8.54,29.26,15.43
7/28/2025 12:00,1.42,243.87,6.9,29.21,16.43
7/28/2025 13:00,1.38,166.513,6.29,29.15,16.77
7/28/2025 14:00,1.25,107.147,7.01,29.15,16.07
7/28/2025 15:00,1.21,96.3192,8.29,29.18,16.67
7/28/2025 16:00,1.35,165.534,12.6,29.2,15.82
7/28/2025 17:00,1.44,138.781,18.74,29.19,16.15
7/28/2025 18:00,1.57,154.188,18.76,29.22,16.58
7/28/2025 19:00,1.61,83.0294,17.54,29.22,16.66
7/28/2025 20:00,1.59,57.7795,19.26,29.23,16.57
7/28/2025 21:00,1.59,77.3996,17.58,29.23,16.44
7/28/2025 22:00,1.51,151.718,15.17,29.22,16.12
7/28/2025 23:00,1.48,165.473,15.32,29.24,15.81
7/29/2025 00:00,1.35,145.854,15.38,29.16,15.67
7/29/2025 01:00,1.4,130.6,15.69,29.16,15.6
7/29/2025 02:00,1.34,150.659,15.39,29.18,15.28
7/29/2025 03:00,1.41,93.8867,14.7,29.19,15.46
7/29/2025 04:00,1.4,70.8059,15.97,,
7/29/2025 05:00,1.46,201.734,14.01,29.19,15.42
7/29/2025 06:00,1.63,264.161,11.91,29.24,15.91
7/29/2025 07:00,1.59,155.591,9.57,29.22,16.1
7/29/2025 08:00,1.51,46.0088,7.81,29.22,16.44
7/29/2025 09:00,1.67,65.2453,9.8,29.27,15.95
7/29/2025 10:00,1.4,170.11,5.87,29.22,16.25
7/29/2025 11:00,1.43,145.279,5.93,29.19,15.68
7/29/2025 12:00,1.22,131.529,4.94,29.09,16.65
7/29/2025 13:00,1.22,100.077,5.11,29.07,16.01
7/29/2025 14:00,1.16,95.1894,5.29,29.12,16.81
7/29/2025 15:00,1.12,64.713,7.68,29.12,16.89
7/29/2025 16:00,1.18,131.461,9,29.14,17.02
7/29/2025 17:00,1.28,72.2361,13.79,29.24,17.06
7/29/2025 18:00,1.32,75.1628,16.43,29.43,18.18
7/29/2025 19:00,1.37,84.3146,17.14,29.22,17.55
7/29/2025 20:00,1.38,35.988,16.69,29.23,17.26
7/29/2025 21:00,1.95,40.5038,16.83,29.26,16.82
7/29/2025 22:00,1.33,96.5655,14.48,29.23,17.15
7/29/2025 23:00,1.34,201.963,14.25,29.2,16.75
7/30/2025 00:00,1.39,113.804,13.65,29.24,16.61
7/30/2025 01:00,1.26,167.985,14.06,29.1,16.58
7/30/2025 02:00,1.27,173.386,14.16,29.09,16.71
7/30/2025 03:00,1.25,112.667,14.34,29.12,16.41
7/30/2025 04:00,1.32,78.9613,15.84,,
7/30/2025 05:00,1.4,106.2,12.89,29.12,16.23
7/30/2025 06:00,1.33,178.683,9.89,29.2,16.31
7/30/2025 07:00,1.55,159.116,8.64,29.24,16.79
7/30/2025 08:00,1.43,62.371,7.45,29.2,16.87
7/30/2025 10:00,1.24,57.5338,5.38,29.28,17.31
7/30/2025 11:00,1.22,118.9,6.37,29.26,17.19
7/30/2025 12:00,1.28,176.07,5.86,29.09,17.12
7/30/2025 12:00,1.28,176.07,5.86,29.09,17.12
7/30/2025 13:00,1.14,175.609,5.13,29.19,17.45
7/30/2025 14:00,1.11,166.275,5.4,29.12,17.45
7/30/2025 15:00,1.08,194,6.7,28.94,17.96
7/30/2025 16:00,1.15,69.4192,9.65,28.67,18.06
7/30/2025 17:00,1.14,53.639,15.16,28.69,18.06
7/30/2025 18:00,1.18,116.066,14.09,29.01,17.78
7/30/2025 19:00,1.19,92.4728,14.38,29.06,17.72
7/30/2025 20:00,1.18,32.3681,14.94,29.01,17.52
7/30/2025 21:00,1.25,37.851,14.54,29.06,17.19
7/30/2025 22:00,1.22,42.1275,15.14,28.94,17.48
7/30/2025 23:00,1.24,52.1081,14.15,29.09,17.47
7/31/2025 00:00,1.31,156.015,13.34,29.01,16.81
7/31/2025 01:00,1.24,207.292,13.52,28.89,17.42
7/31/2025 02:00,1.24,201.125,13.44,28.97,17.22
7/31/2025 03:00,1.2,211.804,12.26,28.65,17.54
7/31/2025 04:00,1.24,107.151,12.92,,
7/31/2025 05:00,1.22,25.6926,13.2,28.57,17.43
7/31/2025 06:00,1.24,130.863,12.63,28.92,16.83
7/31/2025 07:00,1.26,181.247,11.44,28.8,17.2
7/31/2025 08:00,1.25,73.8241,13.75,28.77,17.31
7/31/2025 09:00,1.27,19.1282,15.51,28.9,17.17
7/31/2025 10:00,1.27,65.7119,17.04,29,17.23
7/31/2025 11:00,1.38,55.5028,17.06,29.01,17.25
7/31/2025 12:00,1.28,133.48,15.75,28.93,17.16
7/31/2025 13:00,1.22,203.955,18.27,28.94,17.12
7/31/2025 14:00,1.28,225.615,17.87,28.98,17.1
7/31/2025 15:00,1.26,277.799,19.15,28.96,17.09
7/31/2025 16:00,1.3,151.902,22.45,28.93,17.01
7/31/2025 17:00,1.32,40.6998,27.81,28.76,16.91
7/31/2025 18:00,1.29,125.397,27.15,28.83,16.98
7/31/2025 19:00,1.28,110.313,20.57,28.98,16.77
7/31/2025 20:00,1.47,158.951,21.57,29.17,16.97
7/31/2025 21:00,1.48,98.6689,20.22,29.14,17.04
7/31/2025 22:00,1.53,146.358,19.77,29.14,16.97
7/31/2025 23:00,1.47,64.5766,20.02,29.09,16.97
